Line;Station;longitude;latitude;gravity_mgal;LAT_RAD;height_sea_level_m;;GTEO;CAR;AR_LIVRE;CB;BG;LAT_SIRGAS;FID;INSTITUICAO;LONG_SIRGAS
2105;OP-118;-42.7221;-20.3005;978477.8800;-0.3543;391.24;;9.7865;-0.001207;-55.054379;0.000438;-98.83;-20.3005;7975;ON;-42.7221
2105;OP-119;-42.7151;-20.2938;978477.3900;-0.3542;393.95;;9.7865;-0.001216;-54.316740;0.000441;-98.40;-20.2938;7976;ON;-42.7151
2105;OP-120;-42.7093;-20.2866;978474.0000;-0.3541;409.03;;9.7865;-0.001262;-52.629227;0.000458;-98.40;-20.2866;7977;ON;-42.7093
2105;OP-121;-42.7060;-20.2777;978467.8200;-0.3539;433.05;;9.7865;-0.001336;-50.875197;0.000485;-99.33;-20.2777;7978;ON;-42.7060
2105;OP-122;-42.7007;-20.2702;978477.0700;-0.3538;386.05;;9.7865;-0.001191;-55.689564;0.000432;-98.89;-20.2702;7979;ON;-42.7007
2105;OP-123;-42.6951;-20.2633;978478.8100;-0.3537;371.55;;9.7865;-0.001147;-58.017131;0.000416;-99.59;-20.2633;7980;ON;-42.6951
2105;OP-124;-42.6918;-20.2552;978476.0700;-0.3535;379.95;;9.7865;-0.001173;-57.692762;0.000425;-100.21;-20.2552;7981;ON;-42.6918
2105;OP-125;-42.6876;-20.2488;978466.5200;-0.3534;427.61;;9.7865;-0.001320;-52.160550;0.000478;-100.01;-20.2488;7982;ON;-42.6876
2105;OP-126;-42.6882;-20.2394;978466.6300;-0.3532;429.86;;9.7865;-0.001327;-50.803012;0.000481;-98.90;-20.2394;7983;ON;-42.6882
2105;OP-127;-42.6804;-20.2333;978475.4700;-0.3531;382.33;;9.7865;-0.001180;-56.272940;0.000428;-99.06;-20.2333;7984;ON;-42.6804
2105;OP-128;-42.6787;-20.2238;978478.8800;-0.3530;358.81;;9.7865;-0.001107;-59.568376;0.000402;-99.72;-20.2238;7985;ON;-42.6787
2105;OP-129;-42.6729;-20.2169;978478.6900;-0.3529;358.62;;9.7865;-0.001107;-59.410651;0.000401;-99.54;-20.2169;7986;ON;-42.6729
2105;OP-130;-42.6640;-20.2127;978482.8400;-0.3528;339.96;;9.7865;-0.001049;-60.775368;0.000380;-98.82;-20.2127;7987;ON;-42.6640
2105;OP-131;-42.6560;-20.2138;978485.6900;-0.3528;330.58;;9.7865;-0.001020;-60.885036;0.000370;-97.88;-20.2138;7988;ON;-42.6560
2105;OP-132;-42.6496;-20.2199;978485.4900;-0.3529;342.20;;9.7865;-0.001056;-57.856650;0.000383;-96.15;-20.2199;7989;ON;-42.6496
2105;OP-133;-42.6418;-20.2235;978487.6500;-0.3530;336.72;;9.7865;-0.001039;-57.599099;0.000377;-95.28;-20.2235;7990;ON;-42.6418
2105;OP-134;-42.6362;-20.2302;978487.1900;-0.3531;347.41;;9.7865;-0.001072;-55.150375;0.000389;-94.03;-20.2302;7991;ON;-42.6362
2105;OP-135;-42.6276;-20.2283;978485.0200;-0.3530;363.41;;9.7865;-0.001121;-52.268954;0.000407;-92.93;-20.2283;7992;ON;-42.6276
2105;OP-136;-42.6198;-20.2341;978484.6400;-0.3532;373.56;;9.7865;-0.001153;-49.858159;0.000418;-91.66;-20.2341;7993;ON;-42.6198
2105;OP-137;-42.6140;-20.2416;978483.5400;-0.3533;390.77;;9.7865;-0.001206;-46.086338;0.000437;-89.81;-20.2416;7994;ON;-42.6140
2105;OP-138;-42.6057;-20.2460;978475.7100;-0.3534;436.75;;9.7865;-0.001348;-39.987232;0.000489;-88.86;-20.2460;7995;ON;-42.6057
2105;OP-139;-42.6004;-20.2546;978466.3500;-0.3535;486.08;;9.7865;-0.001500;-34.628501;0.000544;-89.02;-20.2546;7996;ON;-42.6004
2105;OP-140;-42.5962;-20.2638;978459.8400;-0.3537;529.80;;9.7865;-0.001635;-28.183761;0.000593;-87.47;-20.2638;7997;ON;-42.5962
2105;OP-141;-42.5893;-20.2683;978467.0600;-0.3537;505.62;;9.7865;-0.001560;-28.686267;0.000566;-85.27;-20.2683;7998;ON;-42.5893
2105;OP-142;-42.5840;-20.2671;978456.2100;-0.3537;558.93;;9.7865;-0.001725;-23.019658;0.000625;-85.56;-20.2671;7999;ON;-42.5840
2105;OP-143;-42.5751;-20.2691;978448.4200;-0.3538;599.87;;9.7865;-0.001851;-18.289579;0.000671;-85.42;-20.2691;8000;ON;-42.5751
2105;OP-144;-42.5660;-20.2694;978441.4600;-0.3538;650.07;;9.7865;-0.002006;-9.774148;0.000727;-82.52;-20.2694;8001;ON;-42.5660
2105;OP-145;-42.5635;-20.2771;978439.0400;-0.3539;665.95;;9.7865;-0.002055;-7.749691;0.000745;-82.27;-20.2771;8002;ON;-42.5635
2105;OP-146;-42.5598;-20.2841;978438.6200;-0.3540;675.23;;9.7865;-0.002084;-5.713248;0.000756;-81.27;-20.2841;8003;ON;-42.5598
2105;OP-147;-42.5537;-20.2902;978446.0500;-0.3541;637.33;;9.7865;-0.001967;-10.337766;0.000713;-81.65;-20.2902;8004;ON;-42.5537
2105;OP-148;-42.5457;-20.2921;978450.1600;-0.3542;617.38;;9.7865;-0.001905;-12.498448;0.000691;-81.58;-20.2921;8005;ON;-42.5457
2105;OP-149;-42.5376;-20.2871;978460.5100;-0.3541;556.02;;9.7865;-0.001716;-20.790734;0.000622;-83.01;-20.2871;8006;ON;-42.5376
2105;OP-150;-42.5287;-20.2855;978469.6800;-0.3540;511.04;;9.7865;-0.001577;-25.403773;0.000572;-82.59;-20.2855;8007;ON;-42.5287
2105;OP-151;-42.5210;-20.2910;978477.8300;-0.3541;474.73;;9.7865;-0.001465;-28.785034;0.000531;-81.91;-20.2910;8008;ON;-42.5210
2105;OP-152;-42.5146;-20.2927;978480.8400;-0.3542;472.59;;9.7865;-0.001458;-26.533251;0.000529;-79.42;-20.2927;8009;ON;-42.5146
2105;OP-153;-42.5032;-20.2910;978475.8100;-0.3541;496.48;;9.7865;-0.001532;-24.092986;0.000556;-79.65;-20.2910;8010;ON;-42.5032
2105;OP-154;-42.4946;-20.2905;978469.0700;-0.3541;555.60;;9.7865;-0.001715;-12.555953;0.000622;-74.73;-20.2905;8011;ON;-42.4946
2105;OP-155;-42.4857;-20.2916;978471.0300;-0.3542;554.35;;9.7865;-0.001711;-11.046910;0.000620;-73.08;-20.2916;8012;ON;-42.4857
2105;OP-156;-42.4768;-20.2971;978473.1300;-0.3543;554.96;;9.7865;-0.001713;-9.084740;0.000621;-71.18;-20.2971;8013;ON;-42.4768
2105;OP-157;-42.4698;-20.3024;978469.1300;-0.3543;584.82;;9.7865;-0.001805;-4.179785;0.000654;-69.62;-20.3024;8014;ON;-42.4698
2105;OP-158;-42.4657;-20.3102;978470.0100;-0.3545;594.18;;9.7865;-0.001834;-0.868017;0.000665;-67.36;-20.3102;8015;ON;-42.4657
2105;OP-159;-42.4687;-20.3196;978467.0500;-0.3546;609.63;;9.7865;-0.001881;0.385061;0.000682;-67.83;-20.3196;8016;ON;-42.4687
2105;OP-160;-42.4718;-20.3266;978467.9700;-0.3548;608.72;;9.7866;-0.001879;0.616164;0.000681;-67.50;-20.3266;8017;ON;-42.4718
2105;OP-161;-42.4718;-20.3344;978470.2700;-0.3549;605.82;;9.7866;-0.001870;1.564046;0.000678;-66.23;-20.3344;8018;ON;-42.4718
2105;OP-162;-42.4621;-20.3324;978468.0100;-0.3549;620.38;;9.7866;-0.001914;3.911569;0.000694;-65.51;-20.3324;8019;ON;-42.4621
2105;OP-163;-42.4515;-20.3349;978464.1600;-0.3549;647.60;;9.7866;-0.001998;8.314690;0.000725;-64.15;-20.3349;8020;ON;-42.4515
2105;OP-164;-42.4423;-20.3341;978452.9700;-0.3549;705.77;;9.7866;-0.002178;15.124943;0.000790;-63.85;-20.3341;8021;ON;-42.4423
2105;OP-165;-42.4335;-20.3363;978447.2800;-0.3549;746.93;;9.7866;-0.002305;22.006270;0.000836;-61.58;-20.3363;8022;ON;-42.4335
2105;OP-166;-42.4257;-20.3391;978444.6900;-0.3550;758.05;;9.7866;-0.002339;22.684575;0.000848;-62.14;-20.3391;8023;ON;-42.4257
2105;OP-167;-42.4160;-20.3388;978442.7400;-0.3550;771.68;;9.7866;-0.002381;24.957125;0.000864;-61.39;-20.3388;8024;ON;-42.4160
2105;OP-168;-42.4071;-20.3385;978450.5900;-0.3550;743.96;;9.7866;-0.002296;24.269066;0.000832;-58.98;-20.3385;8025;ON;-42.4071
2105;OP-169;-42.3973;-20.3380;978456.8000;-0.3550;705.83;;9.7866;-0.002178;18.744812;0.000790;-60.24;-20.3380;8026;ON;-42.3973
2105;OP-170;-42.3871;-20.3360;978464.5300;-0.3549;682.10;;9.7866;-0.002105;19.266057;0.000763;-57.06;-20.3360;8027;ON;-42.3871
2105;OP-171;-42.3776;-20.3355;978463.4300;-0.3549;686.06;;9.7866;-0.002117;19.420775;0.000768;-57.35;-20.3355;8028;ON;-42.3776
2105;OP-172;-42.3696;-20.3369;978466.9800;-0.3549;671.91;;9.7866;-0.002074;18.522425;0.000752;-56.66;-20.3369;8029;ON;-42.3696
2105;OP-173;-42.3593;-20.3366;978458.0600;-0.3549;716.32;;9.7866;-0.002211;23.323682;0.000802;-56.83;-20.3366;8030;ON;-42.3593
2105;OP-174;-42.3504;-20.3399;978452.5900;-0.3550;740.99;;9.7866;-0.002287;25.270848;0.000829;-57.65;-20.3399;8031;ON;-42.3504
2105;OP-175;-42.3487;-20.3305;978460.9400;-0.3548;695.42;;9.7866;-0.002146;20.113197;0.000778;-57.70;-20.3305;8032;ON;-42.3487
2105;OP-176;-42.3418;-20.3255;978459.0400;-0.3547;698.78;;9.7866;-0.002156;19.543962;0.000782;-58.65;-20.3255;8033;ON;-42.3418
2105;OP-177;-42.3343;-20.3213;978466.9400;-0.3547;651.90;;9.7865;-0.002012;13.221639;0.000729;-59.73;-20.3213;8034;ON;-42.3343
2105;OP-178;-42.3279;-20.3163;978468.4700;-0.3546;636.35;;9.7865;-0.001964;10.246668;0.000712;-60.96;-20.3163;8035;ON;-42.3279
2105;OP-179;-42.3207;-20.3116;978465.3000;-0.3545;651.54;;9.7865;-0.002011;12.041686;0.000729;-60.87;-20.3116;8036;ON;-42.3207
2105;OP-180;-42.3112;-20.3102;978457.4300;-0.3545;687.89;;9.7865;-0.002123;15.470869;0.000770;-61.50;-20.3102;8037;ON;-42.3112
2105;CAN-01;-43.0021;-20.7158;978458.8100;-0.3616;619.64;;9.7868;-0.001912;-28.226093;0.000693;-97.56;-20.7158;8038;ON;-43.0021
2105;CAN-02;-43.0110;-20.7202;978455.3200;-0.3616;637.96;;9.7868;-0.001969;-26.327884;0.000714;-97.72;-20.7202;8039;ON;-43.0110
2105;CAN-03;-43.0212;-20.7183;978439.2400;-0.3616;713.08;;9.7868;-0.002201;-19.109756;0.000798;-98.90;-20.7183;8040;ON;-43.0212
2105;CAN-04;-43.0293;-20.7133;978423.8900;-0.3615;788.49;;9.7868;-0.002433;-10.889743;0.000882;-99.12;-20.7133;8041;ON;-43.0293
2105;CAN-05;-43.0382;-20.7088;978430.9200;-0.3614;754.91;;9.7868;-0.002330;-13.957258;0.000845;-98.43;-20.7088;8042;ON;-43.0382
2105;CAN-06;-43.0476;-20.7080;978434.5200;-0.3614;736.93;;9.7868;-0.002274;-15.856152;0.000825;-98.32;-20.7080;8043;ON;-43.0476
2105;CAN-07;-43.0540;-20.7063;978443.6000;-0.3614;681.54;;9.7868;-0.002103;-23.770043;0.000763;-100.03;-20.7063;8044;ON;-43.0540
2105;CAN-08;-43.0568;-20.6988;978452.4200;-0.3613;635.71;;9.7868;-0.001962;-28.645685;0.000711;-99.78;-20.6988;8045;ON;-43.0568
2105;CAN-09;-43.0596;-20.6916;978453.5400;-0.3611;625.61;;9.7868;-0.001931;-30.211750;0.000700;-100.22;-20.6916;8046;ON;-43.0596
2105;CAN-10;-43.0635;-20.6830;978455.3800;-0.3610;611.77;;9.7868;-0.001888;-32.129294;0.000685;-100.59;-20.6830;8047;ON;-43.0635
2105;CAN-11;-43.0685;-20.6788;978456.7600;-0.3609;603.10;;9.7868;-0.001861;-33.176460;0.000675;-100.66;-20.6788;8048;ON;-43.0685
2105;CAN-12;-43.0771;-20.6760;978456.1600;-0.3609;597.93;;9.7868;-0.001845;-35.206348;0.000669;-102.11;-20.6760;8049;ON;-43.0771
2105;CAN-13;-43.0846;-20.6733;978457.3000;-0.3608;587.96;;9.7868;-0.001814;-36.977533;0.000658;-102.77;-20.6733;8050;ON;-43.0846
2105;CAN-14;-43.0937;-20.6719;978460.9900;-0.3608;571.85;;9.7868;-0.001765;-38.176307;0.000640;-102.17;-20.6719;8051;ON;-43.0937
2105;CAN-15;-43.1001;-20.6760;978455.7600;-0.3609;599.47;;9.7868;-0.001850;-35.131101;0.000671;-102.21;-20.6760;8052;ON;-43.1001
2105;CAN-16;-43.1101;-20.6783;978451.0300;-0.3609;625.15;;9.7868;-0.001929;-32.068708;0.000700;-102.02;-20.6783;8053;ON;-43.1101
2105;CAN-17;-43.1182;-20.6802;978453.4700;-0.3609;615.77;;9.7868;-0.001900;-32.639285;0.000689;-101.54;-20.6802;8054;ON;-43.1182
2105;CAN-18;-43.1251;-20.6794;978454.7500;-0.3609;613.23;;9.7868;-0.001892;-32.093451;0.000686;-100.71;-20.6794;8055;ON;-43.1251
2105;CAN-19;-43.1329;-20.6766;978452.0200;-0.3609;624.21;;9.7868;-0.001926;-31.269445;0.000698;-101.12;-20.6766;8056;ON;-43.1329
2105;CAN-20;-43.1421;-20.6769;978451.6700;-0.3609;629.60;;9.7868;-0.001943;-29.972646;0.000705;-100.42;-20.6769;8057;ON;-43.1421
2105;CAN-21;-43.1474;-20.6694;978449.2500;-0.3607;640.43;;9.7868;-0.001976;-28.603536;0.000717;-100.27;-20.6694;8058;ON;-43.1474
2105;CAN-22;-43.1535;-20.6638;978445.9000;-0.3607;658.63;;9.7868;-0.002033;-26.006010;0.000737;-99.71;-20.6638;8059;ON;-43.1535
2105;CAN-23;-43.1629;-20.6624;978433.2500;-0.3606;727.46;;9.7868;-0.002245;-17.332332;0.000814;-98.74;-20.6624;8060;ON;-43.1629
2105;CAN-24;-43.1715;-20.6633;978439.9900;-0.3606;693.48;;9.7868;-0.002140;-21.128201;0.000776;-98.73;-20.6633;8061;ON;-43.1715
2105;CAN-25;-43.1815;-20.6610;978437.1000;-0.3606;712.52;;9.7867;-0.002199;-18.010078;0.000797;-97.74;-20.6610;8062;ON;-43.1815
2105;CAN-26;-43.1896;-20.6644;978441.3300;-0.3607;700.58;;9.7868;-0.002162;-17.663332;0.000784;-96.06;-20.6644;8063;ON;-43.1896
2105;CAN-27;-43.1971;-20.6702;978441.1600;-0.3608;707.72;;9.7868;-0.002184;-15.977492;0.000792;-95.17;-20.6702;8064;ON;-43.1971
2105;CAN-28;-43.2054;-20.6733;978440.3500;-0.3608;721.62;;9.7868;-0.002227;-12.680040;0.000807;-93.43;-20.6733;8065;ON;-43.2054
2105;CAN-29;-43.2132;-20.6791;978438.9100;-0.3609;733.71;;9.7868;-0.002264;-10.736753;0.000821;-92.84;-20.6791;8066;ON;-43.2132
2105;CAN-30;-43.2210;-20.6802;978428.8700;-0.3609;784.67;;9.7868;-0.002421;-5.116730;0.000878;-92.92;-20.6802;8067;ON;-43.2210
2105;CAN-31;-43.2265;-20.6877;978430.2300;-0.3611;779.94;;9.7868;-0.002407;-5.663573;0.000873;-92.94;-20.6877;8068;ON;-43.2265
2105;CAN-32;-43.2321;-20.6941;978438.4400;-0.3612;748.70;;9.7868;-0.002310;-7.475259;0.000838;-91.25;-20.6941;8069;ON;-43.2321
2105;CAN-33;-43.2415;-20.6988;978456.5600;-0.3613;682.75;;9.7868;-0.002107;-9.989116;0.000764;-86.39;-20.6988;8070;ON;-43.2415
2105;CAN-34;-43.2507;-20.6960;978474.7100;-0.3612;599.83;;9.7868;-0.001851;-17.262521;0.000671;-84.38;-20.6960;8071;ON;-43.2507
2105;CAN-35;-43.2596;-20.6933;978472.2500;-0.3612;604.96;;9.7868;-0.001867;-17.973715;0.000677;-85.67;-20.6933;8072;ON;-43.2596
2105;CAN-36;-43.2687;-20.6935;978465.0600;-0.3612;631.84;;9.7868;-0.001950;-16.885113;0.000707;-87.59;-20.6935;8073;ON;-43.2687
2105;CAN-37;-43.2762;-20.6888;978473.6000;-0.3611;601.17;;9.7868;-0.001855;-17.528246;0.000673;-84.80;-20.6888;8074;ON;-43.2762
2105;CAN-38;-43.2862;-20.6902;978467.0800;-0.3611;626.97;;9.7868;-0.001935;-16.169191;0.000702;-86.33;-20.6902;8075;ON;-43.2862
2105;CAN-39;-43.2929;-20.6852;978472.9700;-0.3610;602.10;;9.7868;-0.001858;-17.655917;0.000674;-85.03;-20.6852;8076;ON;-43.2929
2105;CAN-40;-43.3029;-20.6880;978471.0700;-0.3611;602.13;;9.7868;-0.001858;-19.712292;0.000674;-87.09;-20.6880;8077;ON;-43.3029
2105;CAN-41;-43.3121;-20.6863;978470.5900;-0.3610;607.56;;9.7868;-0.001875;-18.417210;0.000680;-86.40;-20.6863;8078;ON;-43.3121
2105;CAN-42;-43.3196;-20.6849;978466.8100;-0.3610;619.41;;9.7868;-0.001911;-18.457485;0.000693;-87.77;-20.6849;8079;ON;-43.3196
2105;CAN-43;-43.3287;-20.6824;978461.8500;-0.3610;645.52;;9.7868;-0.001992;-15.210885;0.000722;-87.44;-20.6824;8080;ON;-43.3287
2105;CAN-44;-43.3321;-20.6758;978461.5700;-0.3609;651.75;;9.7868;-0.002011;-13.170903;0.000729;-86.10;-20.6758;8081;ON;-43.3321
2105;CAN-45;-43.3407;-20.6738;978466.2800;-0.3608;622.49;;9.7868;-0.001921;-17.374649;0.000697;-87.03;-20.6738;8082;ON;-43.3407
2105;CAN-46;-43.3493;-20.6763;978464.6100;-0.3609;633.05;;9.7868;-0.001954;-15.934834;0.000708;-86.77;-20.6763;8083;ON;-43.3493
2105;CAN-47;-43.3576;-20.6741;978465.7400;-0.3608;628.75;;9.7868;-0.001940;-15.999365;0.000704;-86.36;-20.6741;8084;ON;-43.3576
2105;CAN-48;-43.3651;-20.6733;978465.1000;-0.3608;627.63;;9.7868;-0.001937;-16.935332;0.000702;-87.17;-20.6733;8085;ON;-43.3651
2105;CAN-49;-43.3690;-20.6813;978462.3800;-0.3610;646.69;;9.7868;-0.001996;-14.253576;0.000724;-86.62;-20.6813;8086;ON;-43.3690
2105;CAN-50;-43.3749;-20.6858;978463.6700;-0.3610;644.52;;9.7868;-0.001989;-13.898219;0.000721;-86.02;-20.6858;8087;ON;-43.3749
2105;CAN-51;-43.3829;-20.6896;978467.0800;-0.3611;623.61;;9.7868;-0.001924;-17.172942;0.000698;-86.95;-20.6896;8088;ON;-43.3829
2105;CAN-52;-43.3840;-20.6971;978459.2800;-0.3612;662.21;;9.7868;-0.002044;-13.508314;0.000741;-87.61;-20.6971;8089;ON;-43.3840
2105;CAN-53;-43.3962;-20.6960;978460.0700;-0.3612;653.17;;9.7868;-0.002016;-15.441776;0.000731;-88.53;-20.6960;8090;ON;-43.3962
2105;CAN-54;-43.4049;-20.6994;978456.7700;-0.3613;674.48;;9.7868;-0.002081;-12.364358;0.000755;-87.84;-20.6994;8091;ON;-43.4049
2105;CAN-55;-43.4079;-20.6963;978458.3400;-0.3612;665.98;;9.7868;-0.002055;-13.235178;0.000745;-87.76;-20.6963;8092;ON;-43.4079
2105;CAN-56;-43.4140;-20.7035;978463.8300;-0.3613;649.75;;9.7868;-0.002005;-13.184632;0.000727;-85.89;-20.7035;8093;ON;-43.4140
2105;CAN-57;-43.4193;-20.7088;978465.8500;-0.3614;647.32;;9.7868;-0.001998;-12.229478;0.000724;-84.66;-20.7088;8094;ON;-43.4193
2105;CAN-58;-43.4260;-20.7135;978464.9000;-0.3615;656.41;;9.7868;-0.002026;-10.656156;0.000735;-84.11;-20.7135;8095;ON;-43.4260
2105;CAN-59;-43.4351;-20.7144;978466.7500;-0.3615;658.23;;9.7868;-0.002031;-8.294247;0.000737;-81.95;-20.7144;8096;ON;-43.4351
2105;CAN-60;-43.4440;-20.7158;978460.0800;-0.3616;697.85;;9.7868;-0.002154;-2.820424;0.000781;-80.91;-20.7158;8097;ON;-43.4440
2105;CAN-61;-43.4507;-20.7091;978462.1300;-0.3614;689.30;;9.7868;-0.002127;-3.011024;0.000771;-80.14;-20.7091;8098;ON;-43.4507
2105;CAN-62;-43.4579;-20.7049;978458.5500;-0.3614;721.85;;9.7868;-0.002228;3.702559;0.000808;-77.07;-20.7049;8099;ON;-43.4579
2105;CAN-63;-43.4660;-20.6999;978456.8700;-0.3613;731.82;;9.7868;-0.002258;5.397631;0.000819;-76.49;-20.6999;8100;ON;-43.4660
2105;CAN-64;-43.4757;-20.6996;978451.3100;-0.3613;774.84;;9.7868;-0.002391;13.130176;0.000867;-73.57;-20.6996;8101;ON;-43.4757
2105;CAN-65;-43.4857;-20.7008;978459.4900;-0.3613;742.89;;9.7868;-0.002293;11.384118;0.000831;-71.75;-20.7008;8102;ON;-43.4857
2105;CAN-66;-43.4946;-20.6969;978459.1700;-0.3612;748.34;;9.7868;-0.002309;12.977990;0.000837;-70.76;-20.6969;8103;ON;-43.4946
2105;260987;-40.2482;-15.2493;978267.2700;-0.2662;279.03;;9.7839;-0.000861;-35.766107;0.000312;-66.99;-15.2493;9282;ON;-40.2482
2105;42078;-41.1123;-20.8488;978640.2600;-0.3639;29.99;;9.7869;-0.000093;-36.706328;0.000034;-40.06;-20.8488;9325;ON;-41.1123
2105;41778;-40.0687;-19.4055;978588.4600;-0.3387;33.00;;9.7860;-0.000102;-3.452107;0.000037;-7.14;-19.4055;9326;ON;-40.0687
2105;41878;-40.3532;-20.3085;978641.8500;-0.3545;*;;9.7865;*;*;*;*;-20.3085;9328;ON;-40.3532
2105;41978;-40.2884;-20.2574;978638.3800;-0.3536;*;;9.7865;*;*;*;*;-20.2574;9329;ON;-40.2884
2105;13476;-43.9382;-19.9330;978368.5900;-0.3479;896.42;;9.7863;-0.002766;12.967133;0.001003;-87.34;-19.9330;9397;ON;-43.9382
2105;13676;-43.9343;-19.9169;978378.3800;-0.3476;848.48;;9.7863;-0.002618;8.894119;0.000949;-86.05;-19.9169;9398;ON;-43.9343
2105;13576;-43.9337;-19.9105;978385.5700;-0.3475;785.30;;9.7863;-0.002423;-3.044106;0.000879;-90.92;-19.9105;9399;ON;-43.9337
2105;13776;-43.8504;-20.5038;978415.9000;-0.3579;905.16;;9.7867;-0.002793;29.574726;0.001013;-71.71;-20.5038;9405;ON;-43.8504
2105;41578;-41.9393;-18.8558;978458.1800;-0.3291;170.31;;9.7857;-0.000526;-60.652865;0.000191;-79.71;-18.8558;9412;ON;-41.9393
2105;13876;-43.7862;-20.6602;978400.1400;-0.3606;994.92;;9.7867;-0.003070;32.228287;0.001113;-79.10;-20.6602;9421;ON;-43.7862
2105;13976;-43.7921;-20.6638;978399.6400;-0.3607;995.77;;9.7868;-0.003073;31.775484;0.001114;-79.65;-20.6638;9422;ON;-43.7921
2105;41078;-41.4762;-16.2235;978249.8400;-0.2832;587.31;;9.7843;-0.001812;-3.921754;0.000657;-69.64;-16.2235;9428;ON;-41.4762
2105;40378;-43.8640;-16.7291;978231.5700;-0.2920;655.33;;9.7846;-0.002022;-25.999068;0.000733;-99.33;-16.7291;9434;ON;-43.8640
2105;40478;-43.8518;-16.7268;978236.2300;-0.2919;631.92;;9.7846;-0.001950;-28.452914;0.000707;-99.16;-16.7268;9435;ON;-43.8518
2105;41278;-40.3543;-17.8396;978462.3700;-0.3114;103.67;;9.7852;-0.000320;-22.266171;0.000116;-33.87;-17.8396;9436;ON;-40.3543
2105;41678;-43.0357;-19.7671;978399.3600;-0.3450;524.61;;9.7862;-0.001619;-61.448010;0.000587;-120.15;-19.7671;9437;ON;-43.0357
2105;40578;-43.0287;-15.7438;978191.7100;-0.2748;566.56;;9.7841;-0.001748;-45.552325;0.000634;-108.95;-15.7438;9449;ON;-43.0287
2105;41178;-41.5004;-17.8671;978392.4800;-0.3118;334.06;;9.7852;-0.001031;-22.505252;0.000374;-59.89;-17.8671;9456;ON;-41.5004
3101;na;-40.2830;-20.2498;978637.7000;-0.3534;3.30;;9.7865;-0.000010;-11.980559;0.000004;-12.35;-20.2498;11723;PETROBRAS;-40.2830
3101;na;-40.2997;-20.3331;978641.3000;-0.3549;3.16;;9.7866;-0.000010;-13.312326;0.000004;-13.67;-20.3331;11724;PETROBRAS;-40.2997
3101;na;-40.5680;-20.9251;978697.9000;-0.3652;15.50;;9.7869;-0.000048;11.877352;0.000017;10.14;-20.9251;11725;PETROBRAS;-40.5680
3101;na;-40.4348;-20.8599;978707.0300;-0.3641;27.70;;9.7869;-0.000085;28.691723;0.000031;25.59;-20.8599;11726;PETROBRAS;-40.4348
3101;na;-40.2877;-20.4009;978661.2300;-0.3561;21.70;;9.7866;-0.000067;8.347924;0.000024;5.92;-20.4009;11727;PETROBRAS;-40.2877
3101;na;-40.2863;-20.2648;978638.3200;-0.3537;3.00;;9.7865;-0.000009;-12.332205;0.000003;-12.67;-20.2648;11728;PETROBRAS;-40.2863
3101;na;-40.0110;-20.2238;978694.4600;-0.3530;33.30;;9.7865;-0.000103;55.559874;0.000037;51.83;-20.2238;11731;PETROBRAS;-40.0110
3101;na;-40.0102;-20.0421;978671.1900;-0.3498;39.70;;9.7864;-0.000123;44.858984;0.000044;40.42;-20.0421;11732;PETROBRAS;-40.0102
3101;na;-40.1333;-20.0303;978643.6200;-0.3496;20.10;;9.7864;-0.000062;11.925674;0.000022;9.68;-20.0303;11733;PETROBRAS;-40.1333
3101;na;-42.9748;-20.8732;978447.5000;-0.3643;732.42;;9.7869;-0.002260;-14.160392;0.000820;-96.12;-20.8732;11734;PETROBRAS;-42.9748
3101;na;-42.8798;-20.7548;978460.0900;-0.3622;648.80;;9.7868;-0.002002;-20.279905;0.000726;-92.88;-20.7548;11735;PETROBRAS;-42.8798
3101;na;-42.8998;-20.4148;978474.0200;-0.3563;431.48;;9.7866;-0.001332;-53.223579;0.000483;-101.51;-20.4148;11736;PETROBRAS;-42.8998
3101;na;-42.7914;-20.3247;978460.3400;-0.3547;455.41;;9.7866;-0.001405;-54.214258;0.000510;-105.17;-20.3247;11738;PETROBRAS;-42.7914
3101;na;-42.8498;-20.3798;978460.1000;-0.3557;491.02;;9.7866;-0.001515;-46.706648;0.000549;-101.65;-20.3798;11753;PETROBRAS;-42.8498
3101;na;-43.8148;-20.1848;978402.8000;-0.3523;884.46;;9.7865;-0.002729;28.848455;0.000990;-70.12;-20.1848;11757;PETROBRAS;-43.8148
3101;na;-43.7981;-20.1448;978416.2000;-0.3516;777.13;;9.7864;-0.002398;11.461699;0.000870;-75.50;-20.1448;11758;PETROBRAS;-43.7981
3101;na;-43.7948;-20.0847;978415.4000;-0.3505;741.16;;9.7864;-0.002287;3.062874;0.000829;-79.87;-20.0847;11759;PETROBRAS;-43.7948
3101;na;-43.8298;-20.0498;978411.9000;-0.3499;748.73;;9.7864;-0.002311;3.928306;0.000838;-79.85;-20.0498;11760;PETROBRAS;-43.8298
3101;na;-43.8098;-20.2698;978397.8000;-0.3538;857.59;;9.7865;-0.002647;10.581128;0.000960;-85.38;-20.2698;11762;PETROBRAS;-43.8098
3101;na;-43.7948;-20.6598;978400.2300;-0.3606;994.91;;9.7867;-0.003070;32.338957;0.001113;-78.99;-20.6598;11763;PETROBRAS;-43.7948
3101;na;-43.8048;-20.2498;978401.1200;-0.3534;848.06;;9.7865;-0.002617;12.132377;0.000949;-82.77;-20.2498;11769;PETROBRAS;-43.8048
