Station;Reading;Time;Date;height_sea_level_m;X;Y;longitude;latitude;gravity_mgal;TideCorr;Source
178;2173595;15:47:00;2019/12/13;484.03;242531.392809856;7708879.60486286;-41.4719003055556;-20.7018956666667;978525.518038079;0.0541229285299778;13122019_996
179;2156.53;16:26:00;2019/12/13;562.83;242200.750462708;7709381.60868444;-41.4749989166667;-20.69731825;978508.32044646;0.0131990667432547;13122019_996
180;2170785;16:55:00;2019/12/13;465.23;241624.30410062;7709811.02957999;-41.4804661111111;-20.6933620833333;978522.626996111;-0.0152820562943816;13122019_996
181;2204.07;17:21:00;2019/12/13;291.53;241119.660007408;7710319.6245698;-41.4852325555556;-20.6887009722222;978556.07365743;-0.038148071616888;13122019_996
182;2178.16;08:45:00;2019/12/14;228.71;245749.38205525;7706146.74819295;-41.4414217777778;-20.7270076666667;978583.594122533;-0.0158172529190779;14122019_965
183;2174.69;09:06:00;2019/12/14;239.52;245121.191890695;7706085.35486474;-41.4474586944444;-20.7274762222222;978580.106450136;0.00384960090741515;14122019_965
184;2153.45;09:31:00;2019/12/14;334.63;244886.412785557;7705648.63465969;-41.4497750555556;-20.7313866944444;978558.662067208;0.0286958776414394;14122019_965
185;2128.88;10:01:00;2019/12/14;453.24;244331.722585497;7705655.30829733;-41.4550969166667;-20.7312505277778;978533.857496296;0.0592856109142303;14122019_965
186;2112.23;10:31:00;2019/12/14;541.07;243747.189616542;7705817.70747606;-41.4606823888889;-20.7297042777778;978517.05776519;0.0891791507601738;14122019_965
187;2129115;10:54:00;2019/12/14;455.26;243341.33941373;7705880.49721668;-41.4645676944444;-20.7290816666667;978534.146710704;0.110616892576218;14122019_965
188;2142.12;11:20:00;2019/12/14;389.38;242973.132606237;7706313.08740015;-41.4680376111111;-20.7251257777778;978547.314075715;0.132358595728874;14122019_965
189;2145.18;11:50:00;2019/12/14;368.81;242538.121303287;7706575.48278855;-41.4721733055556;-20.7226970555556;978550.428021908;0.153061434626579;14122019_965
190;2155.94;12:16:00;2019/12/14;287.59;242559.428251969;7705933.32597914;-41.472063;-20.7284970555556;978561.31773726;0.166399478912354;14122019_965
191;2169.65;12:50:00;2019/12/14;215.12;241780.579020463;7705609.35464945;-41.47958425;-20.7313140833333;978575.186084991;0.176457807421684;14122019_965
192;2170.61;14:19:00;2019/12/14;202.8;237988.904161267;7710586.34035678;-41.5152261944444;-20.6858572777778;978576.141430223;0.160855486989021;14122019_965
193;2150.2;14:58:00;2019/12/14;273.84;239348.14929331;7716075.81875212;-41.5013755555556;-20.63649175;978555.486931394;0.136530697345734;14122019_965
194;2126.8;15:28:00;2019/12/14;388.2;236648.760113579;7718556.23797645;-41.5268919166667;-20.6137233611111;978531.810381122;0.112505070865154;14122019_965
195;2138135;16:04:00;2019/12/14;328.99;233550.347654762;7715977.58997579;-41.5569883888889;-20.6365636944444;978543.235051728;0.0795232504606247;14122019_965
196;2142.34;16:32:00;2019/12/14;335.36;235372.047512727;7713165.43879906;-41.53994125;-20.6622071944444;978547.458210196;0.0520853884518147;14122019_965
197;2137.08;17:05:00;2019/12/14;390.23;234608.276032183;7708583.62341297;-41.5479572777778;-20.7034591944444;978542.109425837;0.0198941379785538;14122019_965
198;2256.19;09:09:00;2019/12/15;100.13;253106.025078238;7702840.96782875;-41.3712917222222;-20.7578404444444;978608.549725388;-0.0250905584543943;15122019_996
199;2252.44;09:42:00;2019/12/15;116.65;254903.515742686;7703466.80686817;-41.35395125;-20.7524275277778;978604.804091166;0.00124334008432925;15122019_996
200;2256345;10:15:00;2019/12/15;94.67;256808.957220596;7704135.50651449;-41.3355698055556;-20.7466398611111;978608.758426791;0.0304445847868919;15122019_996
201;2259.41;10:51:00;2019/12/15;90.16;258649.557790739;7701578.42807449;-41.3182560555556;-20.7699655555556;978611.871758146;0.063383661210537;15122019_996
202;2264175;11:20:00;2019/12/15;84.68;262580.581092999;7701578.92522822;-41.2805198611111;-20.7704664444444;978616.687518727;0.089117057621479;15122019_996
203;2259.83;11:50:00;2019/12/15;81.52;260044.555355488;7703517.59205959;-41.30459925;-20.752638;978612.341491974;0.113208822906017;15122019_996
204;2253545;12:15:00;2019/12/15;93.93;258150.877730007;7706183.00982602;-41.322408;-20.7283286111111;978606.038300227;0.130602091550827;15122019_996
205;2251.39;12:45:00;2019/12/15;90.6;257963.538917764;7708994.3875229;-41.3238185555556;-20.7029218611111;978603.88696882;0.147344201803207;15122019_996
206;2238.41;13:14:00;2019/12/15;137.21;259487.570800474;7710785.71482975;-41.3089502222222;-20.6869454722222;978590.845490435;0.158436134457588;15122019_996
207;2227.59;13:59:00;2019/12/15;163.97;259507.346080505;7713773.01589746;-41.3083526111111;-20.6599768055556;978579.970203548;0.164490774273872;15122019_996
208;2231.6;14:40:00;2019/12/15;126.37;260065.419070704;7717000.83173536;-41.3025602777778;-20.6309054444444;978583.993991769;0.157892718911171;15122019_996
209;2222.29;15:09:00;2019/12/15;125.54;259125.937456889;7721007.59486642;-41.3110246388889;-20.5946093055556;978574.620357746;0.14664401113987;15122019_996
210;2224.12;15:36:00;2019/12/15;125.07;258762.774132953;7722233.07679825;-41.3143398055556;-20.58349825;978576.444516052;0.131836235523224;15122019_996
211;2208.72;16:15:00;2019/12/15;177.6;255323.180538832;7721541.68877636;-41.3474128333333;-20.5892960277778;978560.93095205;0.104559555649757;15122019_996
212;2183.32;16:58:00;2019/12/15;295.26;257806.997516802;7725560.4408505;-41.3230488333333;-20.5533338333333;978535.353736134;0.0687937662005425;15122019_996
213;2075.43;17:40:00;2019/12/15;877.69;252114.899558516;7725335.80210875;-41.3776423055556;-20.5546214166667;978426.831984862;0.0321469157934189;15122019_996
214;2242;08:54:00;2019/12/16;130.01;238127.902070019;7705900.090125;-41.5145908888889;-20.7281805277778;978594.252963341;-0.0459412224590778;16122019_996
215;2248515;09:37:00;2019/12/16;109.03;242759.677619708;7703820.3190933;-41.4704512222222;-20.7475998055556;978600.8207755;-0.0274748876690865;16122019_996
216;2249765;10:24:00;2019/12/16;113.2;247258.111006096;7702987.96253858;-41.4273992222222;-20.7557293888889;978602.105047275;0.0015468574129045;16122019_996
217;2245.23;10:51:00;2019/12/16;136.66;248011.580920314;7704315.62928345;-41.4199767777778;-20.7438455;978597.563655007;0.0210305843502283;16122019_996
218;2240005;11:53:00;2019/12/16;134.22;251967.812238509;7708102.96276941;-41.3814729444444;-20.7101835555556;978592.355206195;0.0684628486633301;16122019_996
219;2231115;13:00:00;2019/12/16;156.33;261001.228129794;7714325.89419119;-41.2939474166667;-20.65517625;978583.459358039;0.113826140761375;16122019_996
220;2187.14;13:30:00;2019/12/16;350.33;258564.875956459;7716249.64403956;-41.3170543055556;-20.6374950833333;978539.256440264;0.128808081150055;16122019_996
221;2097045;15:05:00;2019/12/16;797.13;252381.632338366;7722009.86158383;-41.3755502222222;-20.5846840833333;978448.679132427;0.145307257771492;16122019_996
222;2119495;15:41:00;2019/12/16;683.88;252563.204099676;7719345.5120052;-41.374182;-20.6087624722222;978471.244183657;0.138128146529198;16122019_996
223;2203015;17:06:00;2019/12/16;264.94;245174.133206187;7717188.94381009;-41.4453439722222;-20.6272434444444;978555.178642651;0.0961659178137779;16122019_996
224;2168435;09:38:00;2019/12/17;204.11;239604.189758368;7711266.47943532;-41.4996305;-20.679943;978573.73208445;-0.0302296411246061;17122019_965
225;2164.15;11:52:00;2019/12/17;226.73;237502.245722596;7711666.70646174;-41.5197335;-20.6760363611111;978569.446410775;0.0243817865848541;17122019_965
226;2135695;15:49:00;2019/12/17;443.57;240697.890125198;7698939.24558973;-41.4909605277778;-20.7913771666667;978540.768876057;0.125091537833214;17122019_965
227;2165.48;16:38:00;2019/12/17;293.06;235344.656608137;7697816.62139923;-41.5425179444444;-20.8007570833333;978570.86695298;0.119784101843834;17122019_965
