Station,Reading,Time,Date,height_sea_level_m,X,Y,longitude,latitude,gravity_mgal,TideCorr,Source
8071715,,,,804.01,,,-43.9372,-16.5789,978199.5600,,IBGE
8071715,,,,804.01,,,-43.9372,-16.5789,978199.5600,,IBGE
8071716,,,,839.26,,,-43.9367,-16.5867,978192.0100,,IBGE
8071716,,,,839.26,,,-43.9367,-16.5867,978192.0100,,IBGE
8071717,,,,831.93,,,-43.9389,-16.5928,978193.4800,,IBGE
8071717,,,,831.93,,,-43.9389,-16.5928,978193.4800,,IBGE
8071718,,,,831.50,,,-43.9292,-16.6053,978193.4900,,IBGE
8071718,,,,831.50,,,-43.9292,-16.6053,978193.4900,,IBGE
8071719,,,,766.16,,,-43.9069,-16.6208,978207.3000,,IBGE
8071719,,,,766.16,,,-43.9069,-16.6208,978207.3000,,IBGE
8071720,,,,764.37,,,-43.8931,-16.6400,978208.7100,,IBGE
8071720,,,,764.37,,,-43.8931,-16.6400,978208.7100,,IBGE
8071721,,,,667.26,,,-43.8989,-16.6583,978227.7100,,IBGE
8071721,,,,667.26,,,-43.8989,-16.6583,978227.7100,,IBGE
8071722,,,,695.50,,,-43.8875,-16.6733,978222.5400,,IBGE
8071722,,,,695.50,,,-43.8875,-16.6733,978222.5400,,IBGE
8071723,,,,641.82,,,-43.5231,-16.6886,978233.0900,,IBGE
8071723,,,,641.82,,,-43.5231,-16.6886,978233.0900,,IBGE
8071724,,,,632.66,,,-43.8681,-16.6992,978235.4800,,IBGE
8071724,,,,632.66,,,-43.8681,-16.6992,978235.4800,,IBGE
8071725,,,,624.08,,,-43.8625,-16.7156,978237.6400,,IBGE
8071725,,,,624.08,,,-43.8625,-16.7156,978237.6400,,IBGE
8072267,,,,536.92,,,-43.6806,-15.4264,978217.6800,,IBGE
8072268,,,,521.49,,,-43.6756,-15.4739,978219.1100,,IBGE
8072269,,,,513.05,,,-43.6739,-15.4994,978222.3000,,IBGE
8072270,,,,516.54,,,-43.6564,-15.5314,978221.2200,,IBGE
8072271,,,,509.09,,,-43.6453,-15.5528,978221.0400,,IBGE
8072272,,,,480.43,,,-43.6117,-15.5897,978223.0700,,IBGE
8072273,,,,483.60,,,-43.6078,-15.6172,978220.6800,,IBGE
8072274,,,,494.72,,,-43.5983,-15.5981,978218.5200,,IBGE
8072275,,,,500.46,,,-43.5453,-15.6478,978217.6400,,IBGE
8072276,,,,509.31,,,-43.5014,-15.6728,978216.2300,,IBGE
8072277,,,,552.08,,,-43.4681,-15.6933,978212.2200,,IBGE
8072278,,,,551.66,,,-43.4072,-15.7347,978219.4800,,IBGE
8072279,,,,557.87,,,-43.3853,-15.7503,978219.1700,,IBGE
8072280,,,,532.45,,,-43.3258,-15.7939,978221.9100,,IBGE
8072281,,,,529.20,,,-43.3103,-15.8058,978219.7600,,IBGE
8072282,,,,538.14,,,-43.3100,-15.8078,978219.9600,,IBGE
8072283,,,,536.10,,,-43.3069,-15.8042,978218.6200,,IBGE
8072284,,,,530.28,,,-43.3028,-15.7889,978217.4600,,IBGE
8072285,,,,549.51,,,-43.2214,-15.6892,978204.7500,,IBGE
8072286,,,,576.63,,,-43.1839,-15.6681,978190.6300,,IBGE
8072287,,,,552.81,,,-43.1597,-15.6653,978192.6300,,IBGE
8072288,,,,580.76,,,-43.1422,-15.6831,978185.8200,,IBGE
8072289,,,,551.96,,,-43.1167,-15.6839,978191.4000,,IBGE
8072290,,,,572.80,,,-43.0925,-15.6858,978189.2400,,IBGE
8072421,,,,514.47,,,-43.5931,-15.9464,978228.2600,,IBGE
8072422,,,,516.59,,,-43.6111,-15.9031,978227.2300,,IBGE
8072423,,,,525.76,,,-43.2978,-15.7800,978216.8400,,IBGE
8072424,,,,520.64,,,-43.2433,-15.7014,978208.0100,,IBGE
8072425,,,,510.04,,,-43.2714,-15.6058,978208.0200,,IBGE
8072426,,,,499.88,,,-43.3014,-15.5606,978210.6700,,IBGE
8072427,,,,497.34,,,-43.3106,-15.5053,978210.4600,,IBGE
8072428,,,,490.58,,,-43.3275,-15.4039,978208.9600,,IBGE
8072429,,,,494.43,,,-43.3450,-15.3606,978204.6700,,IBGE
8072430,,,,492.12,,,-43.3683,-15.3058,978204.3700,,IBGE
8072431,,,,488.29,,,-43.3447,-15.2442,978203.9500,,IBGE
8072432,,,,483.82,,,-43.2664,-15.2342,978200.6000,,IBGE
8072433,,,,488.58,,,-43.4306,-15.2958,978207.9300,,IBGE
8072434,,,,504.16,,,-43.6897,-15.6664,978224.4300,,IBGE
8072435,,,,480.34,,,-43.6419,-15.5564,978221.1700,,IBGE
8072436,,,,487.66,,,-43.5031,-15.3208,978206.4700,,IBGE
8072437,,,,472.59,,,-43.6883,-15.3681,978220.3500,,IBGE
8072438,,,,487.89,,,-43.6800,-15.4056,978217.5000,,IBGE
8072439,,,,494.43,,,-43.6719,-15.4906,978216.3300,,IBGE
8072440,,,,481.38,,,-43.7006,-15.3108,978218.4000,,IBGE
8072441,,,,480.74,,,-43.6867,-15.2606,978218.2400,,IBGE
8072442,,,,465.21,,,-43.6847,-15.2044,978218.9500,,IBGE
8072443,,,,464.72,,,-43.6839,-15.1519,978217.6700,,IBGE
8072444,,,,460.31,,,-43.6467,-15.0464,978218.8200,,IBGE
8072463,,,,683.44,,,-43.9769,-15.5225,978192.1200,,IBGE
8072464,,,,515.86,,,-43.9264,-15.4061,978222.9100,,IBGE
8072465,,,,484.29,,,-43.9203,-15.3139,978225.2400,,IBGE
8072466,,,,476.99,,,-43.9867,-15.2347,978223.7800,,IBGE
8072694,,,,735.66,,,-43.0439,-15.9242,978172.3900,,IBGE
8072695,,,,708.96,,,-43.0475,-15.9981,978164.2800,,IBGE
8072708,,,,1022.23,,,-42.8414,-15.9317,978119.0000,,IBGE
8110243,,,,520.64,,,-40.6583,-20.3631,978520.5600,,IBGE
8110244,,,,501.88,,,-40.6494,-20.3708,978525.3900,,IBGE
8110245,,,,544.04,,,-40.6722,-20.4100,978519.7800,,IBGE
8110246,,,,544.22,,,-40.6739,-20.4086,978519.8500,,IBGE
8110247,,,,758.29,,,-40.7536,-20.4089,978472.7200,,IBGE
8110248,,,,799.93,,,-40.8169,-20.4181,978459.8700,,IBGE
8110249,,,,827.27,,,-40.8789,-20.4194,978450.1700,,IBGE
8110250,,,,997.91,,,-40.9406,-20.4081,978409.2900,,IBGE
8110251,,,,1107.15,,,-41.0150,-20.3933,978380.4700,,IBGE
8110252,,,,927.68,,,-41.0614,-20.3639,978417.8400,,IBGE
8110253,,,,736.02,,,-41.1331,-20.3269,978446.9400,,IBGE
8110254,,,,716.76,,,-41.1842,-20.3364,978449.2000,,IBGE
8110255,,,,718.70,,,-41.2228,-20.3150,978446.7000,,IBGE
8110256,,,,985.07,,,-41.2267,-20.2939,978392.8300,,IBGE
8110257,,,,723.31,,,-41.2053,-20.2583,978445.3100,,IBGE
8110258,,,,541.24,,,-41.1986,-20.2136,978472.4700,,IBGE
8110259,,,,526.28,,,-41.1925,-20.1836,978472.2200,,IBGE
8110260,,,,443.72,,,-41.1442,-20.1511,978489.1000,,IBGE
8110261,,,,399.06,,,-41.1303,-20.1189,978497.1000,,IBGE
8110262,,,,355.19,,,-41.1214,-20.0731,978503.1500,,IBGE
8110263,,,,294.83,,,-41.1339,-20.0289,978510.1500,,IBGE
8110264,,,,272.67,,,-41.1214,-19.9647,978512.8600,,IBGE
8110265,,,,203.10,,,-41.0869,-19.9225,978527.8000,,IBGE
8110266,,,,205.24,,,-41.0561,-19.8994,978530.0000,,IBGE
8110267,,,,216.68,,,-41.0825,-19.8597,978525.1800,,IBGE
8110268,,,,229.31,,,-41.1100,-19.8244,978519.3500,,IBGE
8110269,,,,184.35,,,-41.0464,-19.8436,978532.5500,,IBGE
8110270,,,,229.09,,,-40.9892,-19.8492,978524.6000,,IBGE
8110271,,,,260.42,,,-40.9600,-19.8783,978522.6400,,IBGE
8110272,,,,174.06,,,-40.9050,-19.8433,978540.3000,,IBGE
8110273,,,,150.16,,,-40.8750,-19.8719,978547.7900,,IBGE
8110274,,,,371.58,,,-40.8117,-19.9183,978504.8900,,IBGE
8110275,,,,687.36,,,-40.7361,-19.9603,978455.3500,,IBGE
8110276,,,,675.57,,,-41.0375,-20.0578,978444.2800,,IBGE
8110277,,,,1068.44,,,-41.0033,-20.1239,978373.8000,,IBGE
8110278,,,,998.31,,,-40.9486,-20.1531,978396.0300,,IBGE
8110279,,,,982.58,,,-40.8856,-20.1531,978401.3900,,IBGE
8110280,,,,894.85,,,-40.8844,-20.1022,978414.4700,,IBGE
8110281,,,,817.02,,,-40.8350,-20.0669,978429.7000,,IBGE
8110282,,,,755.89,,,-40.7822,-20.0614,978444.1000,,IBGE
8110283,,,,804.04,,,-40.7828,-20.0842,978438.1200,,IBGE
8110284,,,,912.43,,,-40.7981,-20.1453,978419.7900,,IBGE
8110285,,,,838.12,,,-40.7594,-20.1883,978439.5100,,IBGE
8110286,,,,734.90,,,-40.8167,-20.2325,978458.7100,,IBGE
8110287,,,,697.09,,,-40.8033,-20.3161,978473.7200,,IBGE
8110288,,,,833.28,,,-40.7875,-20.3761,978452.9500,,IBGE
8110289,,,,697.12,,,-40.7031,-20.0483,978460.7000,,IBGE
8110290,,,,654.64,,,-40.6639,-20.0508,978472.5900,,IBGE
8110291,,,,571.86,,,-40.6392,-20.0731,978489.2400,,IBGE
8110292,,,,397.68,,,-40.6061,-20.0792,978527.8400,,IBGE
8110293,,,,216.10,,,-40.5572,-20.0856,978561.4000,,IBGE
8110294,,,,16.73,,,-40.5278,-20.0986,978603.0000,,IBGE
8110295,,,,11.48,,,-40.4500,-20.1192,978614.3600,,IBGE
8110296,,,,72.95,,,-40.4256,-20.1908,978611.2300,,IBGE
8110297,,,,73.73,,,-40.4189,-20.2633,978616.6800,,IBGE
8110298,,,,831.10,,,-40.6839,-19.9308,978430.1800,,IBGE
8110299,,,,651.14,,,-40.6000,-19.9336,978469.3500,,IBGE
8110300,,,,640.75,,,-40.5519,-19.9525,978474.8600,,IBGE
8110301,,,,512.10,,,-40.5111,-19.9589,978499.2000,,IBGE
8110302,,,,318.55,,,-40.4883,-19.9361,978534.5400,,IBGE
8110303,,,,177.70,,,-40.4606,-19.9314,978564.9700,,IBGE
8110304,,,,99.15,,,-40.4317,-19.9347,978582.7600,,IBGE
8110305,,,,54.28,,,-40.4050,-19.9325,978594.7900,,IBGE
8110306,,,,40.18,,,-40.4942,-20.3894,978627.4000,,IBGE
8110307,,,,15.97,,,-40.4592,-20.3819,978634.9600,,IBGE
8110308,,,,25.74,,,-40.4069,-20.3436,978634.6000,,IBGE
8110309,,,,5.20,,,-40.3753,-20.2897,978636.2400,,IBGE
8110310,,,,5.05,,,-40.3686,-20.2200,978630.2200,,IBGE
8110311,,,,6.25,,,-40.3311,-20.2156,978630.6300,,IBGE
8110312,,,,33.39,,,-40.2744,-20.2325,978630.8100,,IBGE
7801701,,,,529.95,,,-43.0476,-19.7690,978397.7300,,IAG-USP
7801702,,,,255.28,,,-42.6313,-19.5202,978434.6300,,IAG-USP
7801703,,,,170.05,,,-41.9664,-18.8324,978458.6500,,IAG-USP
7801704,,,,465.39,,,-42.1921,-18.5971,978383.5000,,IAG-USP
7801705,,,,780.25,,,-42.5711,-18.5383,978313.6500,,IAG-USP
7801706,,,,764.96,,,-42.9427,-18.7826,978306.1700,,IAG-USP
7801707,,,,622.36,,,-43.3712,-19.1898,978362.3800,,IAG-USP
7801708,,,,760.46,,,-43.8808,-19.6242,978379.3500,,IAG-USP
7801709,,,,855.08,,,-43.8855,-19.6378,978362.5400,,IAG-USP
7801801,,,,524.61,,,-43.0522,-19.7645,978399.3400,,IAG-USP
7801802,,,,515.34,,,-43.0522,-19.7600,978398.4600,,IAG-USP
7801803,,,,508.27,,,-43.0236,-19.7238,978397.3000,,IAG-USP
7801804,,,,376.92,,,-42.9236,-19.6740,978396.6100,,IAG-USP
7801805,,,,259.26,,,-42.7427,-19.5564,978433.9400,,IAG-USP
7801806,,,,255.87,,,-42.6330,-19.5156,978432.9800,,IAG-USP
7801807,,,,256.94,,,-42.6045,-19.5066,978434.7700,,IAG-USP
7801808,,,,244.03,,,-42.5378,-19.4885,978442.0700,,IAG-USP
7801809,,,,193.93,,,-42.3330,-19.2306,978460.4100,,IAG-USP
7801810,,,,185.93,,,-42.1521,-19.0360,978453.3700,,IAG-USP
7801811,,,,169.72,,,-42.0807,-18.9365,978454.6600,,IAG-USP
7801901,,,,168.70,,,-41.8902,-18.8414,978457.6300,,IAG-USP
7801902,,,,203.34,,,-42.1378,-18.7600,978437.2300,,IAG-USP
7801903,,,,376.79,,,-42.2330,-18.7057,978401.4000,,IAG-USP
7801904,,,,353.85,,,-42.2473,-18.6514,978405.1000,,IAG-USP
7801905,,,,463.45,,,-42.2807,-18.6061,978385.4000,,IAG-USP
7801906,,,,650.12,,,-42.3283,-18.5518,978347.3000,,IAG-USP
7801907,,,,685.87,,,-42.3759,-18.5337,978340.2300,,IAG-USP
7801908,,,,840.17,,,-42.4187,-18.5609,978306.2200,,IAG-USP
7801909,,,,900.51,,,-42.4521,-18.5880,978297.5100,,IAG-USP
7801910,,,,776.06,,,-42.4902,-18.5971,978321.1400,,IAG-USP
7801911,,,,819.78,,,-42.5378,-18.5699,978309.4700,,IAG-USP
7801912,,,,711.29,,,-42.6235,-18.5292,978325.7600,,IAG-USP
7801913,,,,690.20,,,-42.8569,-18.5383,978317.3600,,IAG-USP
7801914,,,,773.16,,,-42.8284,-18.7962,978306.9800,,IAG-USP
7802001,,,,759.71,,,-42.9760,-18.5926,978304.3100,,IAG-USP
7802002,,,,783.58,,,-43.0141,-18.7509,978298.3100,,IAG-USP
7802003,,,,828.01,,,-43.0569,-18.7102,978275.1600,,IAG-USP
7802004,,,,707.62,,,-43.0950,-18.6604,978309.0600,,IAG-USP
7802005,,,,662.91,,,-43.1474,-18.6695,978320.2100,,IAG-USP
7802006,,,,611.60,,,-43.0903,-18.8822,978336.5300,,IAG-USP
7802007,,,,581.17,,,-43.0951,-18.9591,978335.4300,,IAG-USP
7802009,,,,613.05,,,-43.1379,-19.0541,978339.6900,,IAG-USP
7802011,,,,610.89,,,-43.2284,-19.0948,978350.8800,,IAG-USP
7802012,,,,669.82,,,-43.2903,-19.0948,978343.0800,,IAG-USP
7802013,,,,776.30,,,-43.2903,-19.1129,978318.4700,,IAG-USP
7802014,,,,517.65,,,-43.3474,-19.1355,978379.5100,,IAG-USP
7802015,,,,598.50,,,-43.3522,-19.1627,978367.1700,,IAG-USP
8000113,,,,667.30,,,-43.9856,-17.4161,978261.8100,,IAG-USP
8000114,,,,654.20,,,-43.9432,-17.2894,978252.5800,,IAG-USP
8000115,,,,729.00,,,-43.8318,-17.1845,978234.1300,,IAG-USP
8000116,,,,679.00,,,-43.8094,-17.1079,978235.6700,,IAG-USP
8000117,,,,694.40,,,-43.7735,-17.0223,978228.3300,,IAG-USP
8000118,,,,681.00,,,-43.7262,-16.9274,978227.8800,,IAG-USP
8000119,,,,636.00,,,-43.7040,-16.8050,978239.5300,,IAG-USP
8000200,,,,648.50,,,-43.8671,-16.7357,978232.5600,,IAG-USP
8000201,,,,631.92,,,-43.8629,-16.7216,978236.1400,,IAG-USP
8000202,,,,828.34,,,-43.9387,-16.5905,978194.1400,,IAG-USP
8000203,,,,899.91,,,-43.9539,-16.5440,978178.8800,,IAG-USP
8000204,,,,847.30,,,-43.9687,-16.4935,978187.7000,,IAG-USP
8000205,,,,834.80,,,-43.9763,-16.4659,978188.4800,,IAG-USP
8000206,,,,865.38,,,-43.9763,-16.4387,978180.8300,,IAG-USP
8000301,,,,567.86,,,-43.7288,-16.5926,978246.1300,,IAG-USP
8000302,,,,553.74,,,-43.7475,-16.5021,978242.9900,,IAG-USP
8000303,,,,589.86,,,-43.7071,-16.3239,978232.6500,,IAG-USP
8000304,,,,580.35,,,-43.6233,-16.1964,978227.3200,,IAG-USP
8000305,,,,524.00,,,-43.5515,-16.0391,978230.4800,,IAG-USP
8000306,,,,521.38,,,-43.5293,-16.0033,978228.7600,,IAG-USP
8000307,,,,597.87,,,-43.4110,-15.9319,978212.0000,,IAG-USP
8000308,,,,532.53,,,-43.3129,-15.8052,978218.8200,,IAG-USP
8000401,,,,624.54,,,-43.0652,-15.8505,978188.6800,,IAG-USP
8000402,,,,744.90,,,-43.0559,-15.9410,978179.4200,,IAG-USP
8000403,,,,767.31,,,-43.0559,-15.9591,978181.2200,,IAG-USP
8000404,,,,820.98,,,-43.0512,-15.9953,978161.1500,,IAG-USP
8000405,,,,876.92,,,-43.0465,-16.0134,978148.5400,,IAG-USP
8000406,,,,910.27,,,-43.0559,-16.0767,978142.6600,,IAG-USP
8000407,,,,896.91,,,-43.0232,-16.0722,978145.4400,,IAG-USP
8000408,,,,821.96,,,-42.9671,-16.0631,978162.4700,,IAG-USP
8000409,,,,818.98,,,-42.9437,-16.0360,978165.8700,,IAG-USP
8000410,,,,818.75,,,-42.9204,-16.0224,978166.3000,,IAG-USP
8000411,,,,987.33,,,-42.4950,-15.9771,978135.4300,,IAG-USP
8000412,,,,970.51,,,-42.5090,-15.9636,978137.7000,,IAG-USP
8000413,,,,944.24,,,-42.5371,-15.9636,978140.3800,,IAG-USP
8000414,,,,930.71,,,-42.5699,-15.9591,978140.9200,,IAG-USP
8000415,,,,963.14,,,-42.5933,-15.9590,978130.1100,,IAG-USP
8000416,,,,1045.18,,,-42.7194,-15.8505,978090.9700,,IAG-USP
8000417,,,,916.13,,,-42.7381,-15.8324,978111.5700,,IAG-USP
8000418,,,,778.15,,,-42.7428,-15.8641,978140.0800,,IAG-USP
8000419,,,,772.66,,,-42.7802,-15.9048,978142.9400,,IAG-USP
8000420,,,,756.56,,,-42.7521,-15.9003,978145.8400,,IAG-USP
8000421,,,,1108.22,,,-42.7007,-15.8686,978082.6600,,IAG-USP
8000422,,,,984.34,,,-42.6727,-15.9776,978114.4700,,IAG-USP
8000423,,,,1014.42,,,-42.6587,-15.9048,978108.0900,,IAG-USP
8000424,,,,971.06,,,-42.6540,-15.9138,978121.4500,,IAG-USP
8000425,,,,961.50,,,-42.6213,-15.9365,978123.3300,,IAG-USP
8000426,,,,1004.42,,,-42.4763,-15.9772,978132.0300,,IAG-USP
8000427,,,,938.83,,,-42.4950,-15.9953,978145.9900,,IAG-USP
8000428,,,,880.90,,,-42.4904,-16.0179,978162.2100,,IAG-USP
8000429,,,,954.12,,,-42.4717,-16.0450,978144.4700,,IAG-USP
8000430,,,,940.54,,,-42.4530,-16.0586,978147.5900,,IAG-USP
8000431,,,,923.31,,,-42.4249,-16.0722,978152.0900,,IAG-USP
8000432,,,,605.26,,,-42.3595,-16.0720,978220.9400,,IAG-USP
8000433,,,,573.05,,,-42.3455,-16.0948,978232.1700,,IAG-USP
8000434,,,,559.32,,,-42.3268,-16.1174,978238.1100,,IAG-USP
8000435,,,,467.13,,,-42.2941,-16.1763,978257.3700,,IAG-USP
8000436,,,,799.63,,,-42.1679,-16.1491,978189.1700,,IAG-USP
8000437,,,,818.94,,,-42.0978,-16.1672,978183.9000,,IAG-USP
8000438,,,,873.14,,,-42.0745,-16.1627,978168.3100,,IAG-USP
8000439,,,,888.37,,,-42.0511,-16.1537,978166.5700,,IAG-USP
8000440,,,,795.12,,,-42.0044,-16.1672,978186.6500,,IAG-USP
8000441,,,,880.85,,,-41.9994,-16.1582,978166.9800,,IAG-USP
8000442,,,,936.74,,,-41.9810,-16.1627,978156.1900,,IAG-USP
8000443,,,,930.16,,,-41.9717,-16.1582,978157.7500,,IAG-USP
8000444,,,,905.31,,,-41.9576,-16.1536,978163.3600,,IAG-USP
8000445,,,,937.16,,,-41.9436,-16.1491,978155.6600,,IAG-USP
8000446,,,,950.55,,,-41.9390,-16.1310,978153.1000,,IAG-USP
8000447,,,,920.72,,,-41.9390,-16.1129,978158.6700,,IAG-USP
8000448,,,,931.33,,,-41.9343,-16.0360,978154.5100,,IAG-USP
8000449,,,,1005.23,,,-41.9109,-15.9953,978136.8900,,IAG-USP
8000450,,,,930.02,,,-41.8922,-15.9908,978153.6800,,IAG-USP
8000451,,,,961.70,,,-41.8642,-15.9817,978146.4600,,IAG-USP
8000452,,,,984.32,,,-41.8408,-15.9727,978140.4300,,IAG-USP
8000453,,,,964.31,,,-41.8268,-15.9681,978144.3700,,IAG-USP
8000454,,,,913.76,,,-41.7988,-15.9636,978154.2500,,IAG-USP
8000455,,,,887.10,,,-41.7707,-15.9591,978159.1100,,IAG-USP
8000456,,,,913.37,,,-41.7427,-15.9591,978153.4600,,IAG-USP
8000457,,,,897.35,,,-41.7193,-15.9546,978155.5400,,IAG-USP
8000458,,,,900.11,,,-41.6913,-15.9490,978154.9000,,IAG-USP
8000459,,,,706.98,,,-41.4950,-15.9727,978206.0500,,IAG-USP
8000460,,,,835.82,,,-41.5418,-15.9048,978173.8600,,IAG-USP
8000501,,,,296.14,,,-42.0558,-16.8686,978334.2700,,IAG-USP
8000503,,,,726.38,,,-43.0091,-17.5233,978241.5300,,IAG-USP
8000504,,,,1279.85,,,-43.6026,-18.2351,978172.2300,,IAG-USP
8000505,,,,690.34,,,-43.4858,-18.1039,978280.3000,,IAG-USP
8000506,,,,696.20,,,-43.4624,-18.0948,978277.7000,,IAG-USP
8000507,,,,725.93,,,-43.4243,-18.0722,978275.1200,,IAG-USP
8000508,,,,761.19,,,-43.4338,-18.0858,978267.1800,,IAG-USP
8000509,,,,1101.24,,,-43.5658,-18.1944,978203.9700,,IAG-USP
8000510,,,,1080.92,,,-43.5564,-18.1808,978206.9000,,IAG-USP
8000511,,,,1069.84,,,-43.5423,-18.1672,978207.7700,,IAG-USP
8000512,,,,1159.01,,,-43.5753,-18.2034,978194.7500,,IAG-USP
8000513,,,,1023.00,,,-43.3300,-17.8098,978207.8700,,IAG-USP
8000514,,,,978.46,,,-43.2923,-17.7690,978217.0100,,IAG-USP
8000515,,,,930.41,,,-43.2687,-17.7193,978227.2200,,IAG-USP
8000516,,,,902.08,,,-43.2356,-17.6695,978233.3000,,IAG-USP
8000517,,,,908.21,,,-43.2215,-17.6423,978228.9300,,IAG-USP
8000518,,,,970.18,,,-43.2073,-17.6333,978212.1500,,IAG-USP
8000519,,,,973.50,,,-43.1790,-17.6288,978208.2400,,IAG-USP
8000520,,,,943.81,,,-43.1517,-17.6242,978211.7300,,IAG-USP
8000521,,,,981.62,,,-43.1272,-17.6061,978214.6700,,IAG-USP
8000523,,,,853.31,,,-43.0706,-17.5609,978220.4000,,IAG-USP
8000524,,,,986.06,,,-43.3394,-17.8279,978215.3500,,IAG-USP
8000525,,,,1381.30,,,-43.6838,-18.3165,978166.0200,,IAG-USP
8000526,,,,1231.50,,,-43.6538,-18.4116,978202.1000,,IAG-USP
8000527,,,,1065.39,,,-43.5069,-18.5609,978242.4500,,IAG-USP
8000528,,,,1130.31,,,-43.4832,-18.5745,978232.8100,,IAG-USP
8000601,,,,707.62,,,-43.0946,-18.6604,978309.1700,,IAG-USP
8000602,,,,684.91,,,-43.1331,-18.6650,978313.6600,,IAG-USP
8000603,,,,624.90,,,-43.2046,-18.6785,978327.9100,,IAG-USP
8000604,,,,673.53,,,-43.2605,-18.6695,978321.6200,,IAG-USP
8000605,,,,683.73,,,-43.2936,-18.6695,978319.8200,,IAG-USP
8000606,,,,781.49,,,-43.3363,-18.6604,978300.1700,,IAG-USP
8000607,,,,771.02,,,-43.3553,-18.6604,978302.1700,,IAG-USP
8000608,,,,773.65,,,-43.3695,-18.6650,978301.7000,,IAG-USP
8000609,,,,772.47,,,-43.3884,-18.6559,978305.3900,,IAG-USP
8000610,,,,781.91,,,-43.3884,-18.5654,978299.7200,,IAG-USP
8000611,,,,794.04,,,-43.4121,-18.5835,978286.4900,,IAG-USP
8000612,,,,1067.14,,,-43.4548,-18.5790,978239.9900,,IAG-USP
8000613,,,,1131.41,,,-43.4690,-18.5745,978229.1200,,IAG-USP
8000614,,,,1117.46,,,-43.6301,-18.4975,978234.0000,,IAG-USP
8204402,,,,269.00,,,-41.7287,-18.2385,978424.6700,,IAG-USP
8204403,,,,273.91,,,-41.7165,-18.2075,978422.2500,,IAG-USP
8303401,,,,764.43,,,-42.5394,-15.6110,978154.9500,,IAG-USP
8303402,,,,971.99,,,-42.5579,-15.6587,978115.3100,,IAG-USP
8303403,,,,1017.87,,,-42.5805,-15.6828,978105.7400,,IAG-USP
8303404,,,,1052.14,,,-42.6029,-15.7183,978099.4300,,IAG-USP
8303405,,,,1072.78,,,-42.6315,-15.7489,978095.3100,,IAG-USP
8303406,,,,1026.80,,,-42.6598,-15.7632,978102.2400,,IAG-USP
8303407,,,,1011.92,,,-42.6830,-15.8131,978101.7300,,IAG-USP
8303408,,,,1066.40,,,-42.6908,-15.8367,978090.5900,,IAG-USP
8303409,,,,1040.20,,,-42.7129,-15.8510,978092.1500,,IAG-USP
8303410,,,,1045.10,,,-42.7203,-15.8601,978090.9600,,IAG-USP
8303411,,,,780.04,,,-42.5278,-15.6023,978151.7600,,IAG-USP
8303412,,,,972.81,,,-42.5067,-15.6052,978113.9500,,IAG-USP
8303413,,,,1011.34,,,-42.4814,-15.5926,978105.1200,,IAG-USP
8303414,,,,1117.91,,,-42.4522,-15.5833,978083.2400,,IAG-USP
8303415,,,,887.70,,,-42.4258,-15.5690,978130.9500,,IAG-USP
8303416,,,,874.24,,,-42.3997,-15.5650,978134.6000,,IAG-USP
8303417,,,,820.82,,,-42.3681,-15.5606,978146.5200,,IAG-USP
8303418,,,,775.90,,,-42.3388,-15.5566,978156.6900,,IAG-USP
8303419,,,,788.86,,,-42.3081,-15.5567,978157.1700,,IAG-USP
8303420,,,,871.68,,,-42.2810,-15.5618,978140.7100,,IAG-USP
8303421,,,,1035.12,,,-42.2204,-15.5660,978110.3400,,IAG-USP
8303422,,,,846.40,,,-42.1747,-15.5352,978148.0300,,IAG-USP
8303423,,,,921.82,,,-42.1497,-15.4847,978134.9300,,IAG-USP
8303424,,,,918.77,,,-42.1216,-15.4654,978136.5600,,IAG-USP
8303425,,,,857.04,,,-42.0707,-15.4408,978149.5500,,IAG-USP
8303426,,,,767.85,,,-42.0321,-15.4073,978167.7200,,IAG-USP
8303427,,,,774.48,,,-42.0201,-15.3349,978165.0900,,IAG-USP
8303428,,,,790.35,,,-42.0139,-15.3132,978160.6100,,IAG-USP
8303429,,,,827.10,,,-42.0239,-15.3607,978155.4000,,IAG-USP
8303601,,,,1003.82,,,-43.2027,-16.3932,978133.4700,,IAG-USP
8303602,,,,937.58,,,-43.1807,-16.3962,978150.5800,,IAG-USP
8303603,,,,990.18,,,-43.1706,-16.4232,978140.1100,,IAG-USP
8303604,,,,984.19,,,-43.1370,-16.4659,978142.7400,,IAG-USP
8303605,,,,971.68,,,-43.1227,-16.4910,978144.3600,,IAG-USP
8303606,,,,888.40,,,-43.0977,-16.5066,978164.1300,,IAG-USP
8303607,,,,894.38,,,-43.0498,-16.5270,978162.2700,,IAG-USP
8303608,,,,903.44,,,-43.0443,-16.5545,978159.5900,,IAG-USP
8303609,,,,859.51,,,-43.0189,-16.5673,978169.3400,,IAG-USP
8303610,,,,851.75,,,-42.9994,-16.5648,978172.3300,,IAG-USP
8303611,,,,790.51,,,-42.9819,-16.5786,978189.1100,,IAG-USP
8303612,,,,750.00,,,-42.9564,-16.6023,978198.9900,,IAG-USP
8303613,,,,726.74,,,-42.9385,-16.6085,978200.3100,,IAG-USP
8303614,,,,697.79,,,-42.9223,-16.5893,978200.9100,,IAG-USP
8303615,,,,829.59,,,-42.8926,-16.5660,978172.2000,,IAG-USP
8303616,,,,1031.07,,,-42.8726,-16.5567,978128.6200,,IAG-USP
8303617,,,,774.52,,,-42.8370,-16.5528,978181.0300,,IAG-USP
