Station,Reading,Time,Date,height_sea_level_m,X,Y,longitude,latitude,gravity_mgal,TideCorr,Source
na,,,,1051.60,,,-40.9544,-20.4075,978397.9700,,ON
na,,,,1026.78,,,-40.9447,-20.4078,978403.7000,,ON
na,,,,684.33,,,-40.7325,-20.4131,978488.3600,,ON
na,,,,29.41,,,-40.4064,-20.3789,978638.0700,,ON
na,,,,14.84,,,-40.5025,-20.3814,978630.3700,,ON
na,,,,14.99,,,-40.4800,-20.3906,978634.0100,,ON
na,,,,544.27,,,-40.6747,-20.4092,978519.7900,,ON
na,,,,16.09,,,-40.4958,-20.3864,978632.1600,,ON
na,,,,19.26,,,-40.5111,-20.3761,978628.3300,,ON
na,,,,43.74,,,-40.5208,-20.3742,978623.2100,,ON
na,,,,142.32,,,-40.5303,-20.3778,978602.9900,,ON
na,,,,16.68,,,-40.4886,-20.3925,978633.0800,,ON
na,,,,186.69,,,-40.5483,-20.3819,978592.6400,,ON
na,,,,21.65,,,-40.4275,-20.3689,978635.0900,,ON
na,,,,181.12,,,-40.5383,-20.3794,978595.6000,,ON
na,,,,18.89,,,-40.4169,-20.3678,978637.0600,,ON
na,,,,14.32,,,-40.4717,-20.3853,978634.1000,,ON
na,,,,28.49,,,-40.4339,-20.3756,978634.6100,,ON
na,,,,18.60,,,-40.4436,-20.3758,978634.2900,,ON
na,,,,16.44,,,-40.4525,-20.3789,978634.1800,,ON
na,,,,14.92,,,-40.4611,-20.3833,978635.0400,,ON
na,,,,643.75,,,-40.7131,-20.4136,978498.8600,,ON
na,,,,557.19,,,-40.6722,-20.4000,978515.5200,,ON
na,,,,602.50,,,-40.7036,-20.4111,978507.2100,,ON
na,,,,580.40,,,-40.6700,-20.3914,978510.1100,,ON
na,,,,613.37,,,-40.6547,-20.3853,978504.4900,,ON
na,,,,297.70,,,-40.5878,-20.3747,978568.1600,,ON
na,,,,556.98,,,-40.6858,-20.4111,978515.8800,,ON
na,,,,606.28,,,-40.6942,-20.4108,978505.7200,,ON
na,,,,607.39,,,-40.6644,-20.3839,978505.3300,,ON
na,,,,105.87,,,-40.5589,-20.3825,978607.8800,,ON
na,,,,388.28,,,-40.5969,-20.3800,978550.2900,,ON
na,,,,154.44,,,-40.5686,-20.3803,978597.6900,,ON
na,,,,525.78,,,-40.6356,-20.3833,978523.7200,,ON
na,,,,551.86,,,-40.6453,-20.3850,978517.3900,,ON
na,,,,15.86,,,-40.4078,-20.3697,978639.6500,,ON
na,,,,483.85,,,-40.6161,-20.3814,978532.4800,,ON
na,,,,505.11,,,-40.6264,-20.3806,978527.0500,,ON
na,,,,1063.99,,,-41.0344,-20.3783,978392.7800,,ON
na,,,,462.24,,,-42.8264,-20.3664,978465.1700,,ON
na,,,,674.48,,,-43.4044,-20.6989,978456.7700,,ON
na,,,,647.32,,,-43.4189,-20.7083,978465.8500,,ON
na,,,,653.17,,,-43.3958,-20.6956,978460.0700,,ON
na,,,,623.61,,,-43.3825,-20.6892,978467.0800,,ON
na,,,,665.98,,,-43.4075,-20.6958,978458.3400,,ON
na,,,,649.75,,,-43.4136,-20.7031,978463.8300,,ON
na,,,,658.23,,,-43.4347,-20.7139,978466.7500,,ON
na,,,,662.21,,,-43.3836,-20.6967,978459.2800,,ON
na,,,,622.49,,,-43.3403,-20.6733,978466.2800,,ON
na,,,,656.41,,,-43.4256,-20.7131,978464.9000,,ON
na,,,,651.75,,,-43.3317,-20.6753,978461.5700,,ON
na,,,,644.52,,,-43.3744,-20.6853,978463.6700,,ON
na,,,,633.05,,,-43.3489,-20.6758,978464.6100,,ON
na,,,,628.75,,,-43.3572,-20.6736,978465.7400,,ON
na,,,,627.63,,,-43.3647,-20.6728,978465.1000,,ON
na,,,,646.69,,,-43.3686,-20.6808,978462.3800,,ON
na,,,,619.41,,,-43.3192,-20.6844,978466.8100,,ON
na,,,,689.30,,,-43.4503,-20.7086,978462.1300,,ON
na,,,,697.85,,,-43.4436,-20.7153,978460.0800,,ON
na,,,,731.82,,,-43.4656,-20.6994,978456.8700,,ON
na,,,,721.85,,,-43.4575,-20.7044,978458.5500,,ON
na,,,,700.58,,,-43.1892,-20.6639,978441.3300,,ON
na,,,,774.84,,,-43.4753,-20.6992,978451.3100,,ON
na,,,,742.89,,,-43.4853,-20.7003,978459.4900,,ON
na,,,,748.34,,,-43.4942,-20.6964,978459.1700,,ON
na,,,,645.52,,,-43.3283,-20.6819,978461.8500,,ON
na,,,,625.61,,,-43.0592,-20.6911,978453.5400,,ON
na,,,,613.23,,,-43.1247,-20.6789,978454.7500,,ON
na,,,,615.77,,,-43.1178,-20.6797,978453.4700,,ON
na,,,,599.47,,,-43.0997,-20.6756,978455.7600,,ON
na,,,,624.21,,,-43.1325,-20.6761,978452.0200,,ON
na,,,,629.60,,,-43.1417,-20.6764,978451.6700,,ON
na,,,,640.43,,,-43.1469,-20.6689,978449.2500,,ON
na,,,,625.15,,,-43.1097,-20.6778,978451.0300,,ON
na,,,,727.46,,,-43.1625,-20.6619,978433.2500,,ON
na,,,,603.10,,,-43.0681,-20.6783,978456.7600,,ON
na,,,,587.96,,,-43.0842,-20.6728,978457.3000,,ON
na,,,,635.71,,,-43.0564,-20.6983,978452.4200,,ON
na,,,,571.85,,,-43.0933,-20.6714,978460.9900,,ON
na,,,,611.77,,,-43.0631,-20.6825,978455.3800,,ON
na,,,,602.13,,,-43.3025,-20.6875,978471.0700,,ON
na,,,,597.93,,,-43.0767,-20.6756,978456.1600,,ON
na,,,,658.63,,,-43.1531,-20.6633,978445.9000,,ON
na,,,,607.56,,,-43.3117,-20.6858,978470.5900,,ON
na,,,,631.84,,,-43.2683,-20.6931,978465.0600,,ON
na,,,,784.67,,,-43.2206,-20.6797,978428.8700,,ON
na,,,,604.96,,,-43.2592,-20.6928,978472.2500,,ON
na,,,,682.75,,,-43.2411,-20.6983,978456.5600,,ON
na,,,,601.17,,,-43.2758,-20.6883,978473.6000,,ON
na,,,,626.97,,,-43.2858,-20.6897,978467.0800,,ON
na,,,,602.10,,,-43.2925,-20.6847,978472.9700,,ON
na,,,,599.83,,,-43.2503,-20.6956,978474.7100,,ON
na,,,,693.48,,,-43.1711,-20.6628,978439.9900,,ON
na,,,,707.72,,,-43.1967,-20.6697,978441.1600,,ON
na,,,,779.94,,,-43.2261,-20.6872,978430.2300,,ON
na,,,,748.70,,,-43.2317,-20.6936,978438.4400,,ON
na,,,,721.62,,,-43.2050,-20.6728,978440.3500,,ON
na,,,,733.71,,,-43.2128,-20.6786,978438.9100,,ON
na,,,,712.52,,,-43.1811,-20.6606,978437.1000,,ON
na,,,,736.93,,,-43.0472,-20.7075,978434.5200,,ON
na,,,,665.95,,,-42.5631,-20.2767,978439.0400,,ON
na,,,,681.54,,,-43.0536,-20.7058,978443.6000,,ON
na,,,,476.76,,,-42.9361,-20.4175,978465.6400,,ON
na,,,,428.21,,,-42.9450,-20.4206,978473.4600,,ON
na,,,,480.85,,,-42.9281,-20.4194,978464.7200,,ON
na,,,,430.91,,,-42.9625,-20.4214,978471.5400,,ON
na,,,,515.47,,,-42.7947,-20.3486,978455.1900,,ON
na,,,,443.69,,,-42.9194,-20.4153,978472.0800,,ON
na,,,,433.45,,,-42.9117,-20.4161,978473.8700,,ON
na,,,,433.26,,,-42.9542,-20.4247,978472.3300,,ON
na,,,,402.61,,,-42.9014,-20.4153,978479.6400,,ON
na,,,,569.42,,,-43.0097,-20.4058,978443.2500,,ON
na,,,,435.80,,,-42.9714,-20.4222,978469.8900,,ON
na,,,,531.04,,,-43.0175,-20.4042,978451.2300,,ON
na,,,,444.43,,,-42.9808,-20.4231,978467.9300,,ON
na,,,,543.60,,,-43.0031,-20.4128,978449.6100,,ON
na,,,,504.67,,,-42.9953,-20.4164,978456.9200,,ON
na,,,,480.58,,,-42.9867,-20.4186,978461.5200,,ON
na,,,,431.55,,,-42.9092,-20.4164,978473.8500,,ON
na,,,,502.25,,,-42.8019,-20.3553,978457.6900,,ON
na,,,,475.33,,,-42.8186,-20.3608,978462.7300,,ON
na,,,,512.45,,,-42.8106,-20.3589,978455.3200,,ON
na,,,,426.78,,,-42.7642,-20.3289,978470.9700,,ON
na,,,,534.27,,,-42.7875,-20.3417,978449.8600,,ON
na,,,,471.30,,,-42.7797,-20.3389,978462.1300,,ON
na,,,,481.62,,,-42.8819,-20.3986,978463.9900,,ON
na,,,,406.14,,,-42.8958,-20.4092,978479.1100,,ON
na,,,,532.23,,,-42.8722,-20.3964,978453.5500,,ON
na,,,,461.95,,,-42.8567,-20.3886,978467.0300,,ON
na,,,,788.49,,,-43.0289,-20.7128,978423.8900,,ON
na,,,,446.04,,,-42.8331,-20.3728,978468.8200,,ON
na,,,,511.15,,,-42.8644,-20.3931,978457.0200,,ON
na,,,,456.32,,,-42.8408,-20.3781,978467.3200,,ON
na,,,,448.13,,,-42.8506,-20.3803,978469.2300,,ON
na,,,,553.29,,,-43.0233,-20.4083,978446.8400,,ON
na,,,,426.00,,,-42.8897,-20.4019,978474.8800,,ON
na,,,,438.67,,,-42.7711,-20.3350,978468.8500,,ON
na,,,,754.91,,,-43.0378,-20.7083,978430.9200,,ON
na,,,,439.03,,,-42.7569,-20.3258,978468.8900,,ON
na,,,,620.38,,,-42.4617,-20.3319,978468.0100,,ON
na,,,,529.80,,,-42.5958,-20.2633,978459.8400,,ON
na,,,,609.63,,,-42.4683,-20.3192,978467.0500,,ON
na,,,,605.82,,,-42.4714,-20.3339,978470.2700,,ON
na,,,,647.60,,,-42.4511,-20.3344,978464.1600,,ON
na,,,,705.77,,,-42.4419,-20.3336,978452.9700,,ON
na,,,,746.93,,,-42.4331,-20.3358,978447.2800,,ON
na,,,,608.72,,,-42.4714,-20.3261,978467.9700,,ON
na,,,,771.68,,,-42.4156,-20.3383,978442.7400,,ON
na,,,,496.48,,,-42.5028,-20.2906,978475.8100,,ON
na,,,,584.82,,,-42.4694,-20.3019,978469.1300,,ON
na,,,,472.59,,,-42.5142,-20.2922,978480.8400,,ON
na,,,,594.18,,,-42.4653,-20.3097,978470.0100,,ON
na,,,,555.60,,,-42.4942,-20.2900,978469.0700,,ON
na,,,,554.35,,,-42.4853,-20.2911,978471.0300,,ON
na,,,,554.96,,,-42.4764,-20.2967,978473.1300,,ON
na,,,,758.05,,,-42.4253,-20.3386,978444.6900,,ON
na,,,,511.04,,,-42.5283,-20.2850,978469.6800,,ON
na,,,,687.89,,,-42.3108,-20.3097,978457.4300,,ON
na,,,,619.64,,,-43.0017,-20.7153,978458.8100,,ON
na,,,,651.54,,,-42.3203,-20.3111,978465.3000,,ON
na,,,,651.90,,,-42.3339,-20.3208,978466.9400,,ON
na,,,,698.78,,,-42.3414,-20.3250,978459.0400,,ON
na,,,,637.96,,,-43.0106,-20.7197,978455.3200,,ON
na,,,,713.08,,,-43.0208,-20.7178,978439.2400,,ON
na,,,,636.35,,,-42.3275,-20.3158,978468.4700,,ON
na,,,,743.96,,,-42.4067,-20.3381,978450.5900,,ON
na,,,,686.06,,,-42.3772,-20.3350,978463.4300,,ON
na,,,,695.42,,,-42.3483,-20.3300,978460.9400,,ON
na,,,,682.10,,,-42.3867,-20.3356,978464.5300,,ON
na,,,,705.83,,,-42.3969,-20.3375,978456.8000,,ON
na,,,,671.91,,,-42.3692,-20.3364,978466.9800,,ON
na,,,,716.32,,,-42.3589,-20.3361,978458.0600,,ON
na,,,,740.99,,,-42.3500,-20.3394,978452.5900,,ON
na,,,,474.73,,,-42.5206,-20.2906,978477.8300,,ON
na,,,,414.45,,,-42.7472,-20.3228,978471.7300,,ON
na,,,,429.86,,,-42.6878,-20.2389,978466.6300,,ON
na,,,,358.62,,,-42.6725,-20.2164,978478.6900,,ON
na,,,,427.61,,,-42.6872,-20.2483,978466.5200,,ON
na,,,,371.55,,,-42.6947,-20.2628,978478.8100,,ON
na,,,,382.33,,,-42.6800,-20.2328,978475.4700,,ON
na,,,,358.81,,,-42.6783,-20.2233,978478.8800,,ON
na,,,,391.24,,,-42.7217,-20.3000,978477.8800,,ON
na,,,,379.95,,,-42.6914,-20.2547,978476.0700,,ON
na,,,,330.58,,,-42.6556,-20.2133,978485.6900,,ON
na,,,,410.03,,,-42.7267,-20.3078,978474.6200,,ON
na,,,,386.05,,,-42.7003,-20.2697,978477.0700,,ON
na,,,,402.94,,,-42.7322,-20.3144,978476.4900,,ON
na,,,,433.05,,,-42.7056,-20.2772,978467.8200,,ON
na,,,,393.95,,,-42.7147,-20.2933,978477.3900,,ON
na,,,,409.03,,,-42.7089,-20.2861,978474.0000,,ON
na,,,,339.96,,,-42.6636,-20.2122,978482.8400,,ON
na,,,,556.02,,,-42.5372,-20.2867,978460.5100,,ON
na,,,,650.07,,,-42.5656,-20.2689,978441.4600,,ON
na,,,,505.62,,,-42.5889,-20.2678,978467.0600,,ON
na,,,,599.87,,,-42.5747,-20.2686,978448.4200,,ON
na,,,,486.08,,,-42.6000,-20.2542,978466.3500,,ON
na,,,,617.38,,,-42.5453,-20.2917,978450.1600,,ON
na,,,,675.23,,,-42.5594,-20.2836,978438.6200,,ON
na,,,,637.33,,,-42.5533,-20.2897,978446.0500,,ON
na,,,,558.93,,,-42.5836,-20.2667,978456.2100,,ON
na,,,,342.20,,,-42.6492,-20.2194,978485.4900,,ON
na,,,,363.41,,,-42.6272,-20.2278,978485.0200,,ON
na,,,,347.41,,,-42.6358,-20.2297,978487.1900,,ON
na,,,,418.74,,,-42.7408,-20.3158,978472.5500,,ON
na,,,,373.56,,,-42.6194,-20.2336,978484.6400,,ON
na,,,,390.77,,,-42.6136,-20.2411,978483.5400,,ON
na,,,,436.75,,,-42.6053,-20.2456,978475.7100,,ON
na,,,,336.72,,,-42.6414,-20.2231,978487.6500,,ON
na,,,,590.71,,,-43.0314,-20.4106,978439.3200,,ON
0138/B,,,,615.98,,,-42.3415,-20.2844,978469.2300,,ON
OP-180,,,,687.89,,,-42.3112,-20.3102,978457.5600,,ON
MV-001,,,,641.54,,,-42.3021,-20.3099,978465.2200,,ON
MV-002,,,,622.75,,,-42.2929,-20.3077,978469.3600,,ON
MV-003,,,,650.30,,,-42.2829,-20.3077,978464.1900,,ON
MV-004,,,,671.09,,,-42.2737,-20.3069,978460.6400,,ON
MV-005,,,,696.08,,,-42.2654,-20.3030,978455.9500,,ON
MV-006,,,,687.45,,,-42.2554,-20.2999,978457.2800,,ON
MV-007,,,,681.29,,,-42.2485,-20.2960,978458.5500,,ON
MV-008,,,,705.13,,,-42.2382,-20.2969,978454.9500,,ON
MV-009,,,,745.42,,,-42.2293,-20.2935,978446.8700,,ON
MV-010,,,,795.72,,,-42.2196,-20.2919,978440.4100,,ON
MV-011,,,,825.98,,,-42.2112,-20.2866,978435.3900,,ON
MV-012,,,,803.85,,,-42.2032,-20.2824,978440.2800,,ON
MV-013,,,,805.50,,,-42.1973,-20.2752,978440.8000,,ON
MV-014,,,,791.05,,,-42.1885,-20.2716,978445.6900,,ON
MV-015,,,,811.35,,,-42.1810,-20.2655,978442.3600,,ON
MV-016,,,,788.56,,,-42.1715,-20.2630,978448.0200,,ON
MV-017,,,,784.12,,,-42.1637,-20.2594,978449.3000,,ON
MV-018,,,,782.28,,,-42.1596,-20.2513,978449.1600,,ON
MV-019,,,,770.23,,,-42.1515,-20.2463,978452.1400,,ON
MV-020,,,,763.84,,,-42.1415,-20.2460,978455.1100,,ON
MV-021,,,,762.75,,,-42.1321,-20.2433,978455.7400,,ON
MV-022,,,,764.22,,,-42.1296,-20.2508,978456.9400,,ON
MV-023,,,,737.08,,,-42.1204,-20.2555,978462.7300,,ON
MV-024,,,,699.38,,,-42.1110,-20.2566,978471.0500,,ON
MV-025,,,,710.57,,,-42.1051,-20.2644,978469.3500,,ON
MV-026,,,,685.19,,,-42.0965,-20.2596,978473.7000,,ON
MV-027,,,,684.29,,,-42.0868,-20.2608,978474.1300,,ON
MV-028,,,,668.58,,,-42.0793,-20.2644,978477.9000,,ON
MV-029,,,,667.04,,,-42.0712,-20.2699,978478.5400,,ON
MV-030,,,,627.91,,,-42.0626,-20.2735,978486.0400,,ON
MV-031,,,,628.99,,,-42.0526,-20.2755,978484.3700,,ON
MV-032,,,,626.61,,,-42.0440,-20.2727,978484.4600,,ON
MV-033,,,,620.55,,,-42.0373,-20.2674,978484.6700,,ON
MV-034,,,,654.58,,,-42.0321,-20.2594,978478.3500,,ON
MV-035,,,,658.91,,,-42.0226,-20.2605,978477.5500,,ON
MV-036,,,,700.14,,,-42.0132,-20.2585,978469.1600,,ON
MV-037,,,,651.11,,,-42.0035,-20.2555,978477.4100,,ON
MV-038,,,,708.44,,,-41.9957,-20.2533,978465.7500,,ON
MV-039,,,,652.00,,,-41.9865,-20.2494,978473.8900,,ON
MV-040,,,,601.09,,,-41.9771,-20.2466,978482.3200,,ON
MV-041,,,,596.42,,,-41.9696,-20.2402,978482.2500,,ON
MV-042,,,,540.34,,,-41.9610,-20.2441,978490.6800,,ON
MV-043,,,,546.28,,,-41.9515,-20.2463,978488.0400,,ON
MV-044,,,,595.93,,,-41.9421,-20.2483,978478.6800,,ON
MV-045,,,,658.90,,,-41.9323,-20.2488,978465.5700,,ON
MV-046,,,,734.61,,,-41.9226,-20.2477,978451.3100,,ON
MV-047,,,,789.97,,,-41.9154,-20.2527,978439.4500,,ON
MV-048,,,,827.70,,,-41.9065,-20.2496,978431.3500,,ON
MV-049,,,,816.60,,,-41.8965,-20.2502,978433.2700,,ON
MV-050,,,,780.87,,,-41.8887,-20.2552,978440.3700,,ON
MV-051,,,,713.72,,,-41.8821,-20.2619,978453.8600,,ON
MV-052,,,,740.29,,,-41.8726,-20.2635,978448.7500,,ON
MV-053,,,,723.05,,,-41.8643,-20.2585,978451.4600,,ON
MV-054,,,,702.78,,,-41.8557,-20.2544,978455.5000,,ON
MV-055,,,,700.15,,,-41.8498,-20.2480,978456.5000,,ON
MV-056,,,,747.08,,,-41.8404,-20.2435,978447.1400,,ON
MV-057,,,,725.57,,,-41.8343,-20.2502,978450.9000,,ON
MV-058,,,,732.13,,,-41.8262,-20.2541,978449.9200,,ON
MV-059,,,,737.64,,,-41.8168,-20.2558,978449.4000,,ON
MV-060,,,,666.87,,,-41.8068,-20.2555,978462.4900,,ON
MV-061,,,,609.04,,,-41.7973,-20.2549,978473.3300,,ON
MV-062,,,,579.44,,,-41.7876,-20.2524,978479.3700,,ON
MV-063,,,,535.45,,,-41.7801,-20.2583,978488.1300,,ON
MV-064,,,,530.33,,,-41.7771,-20.2669,978490.0900,,ON
MV-065,,,,510.82,,,-41.7793,-20.2758,978494.4600,,ON
0420/B,,,,510.00,,,-41.7765,-20.2752,978494.9900,,ON
MV-066,,,,536.78,,,-41.7735,-20.2830,978491.2600,,ON
MV-067,,,,591.39,,,-41.7640,-20.2835,978481.1600,,ON
MV-068,,,,605.00,,,-41.7546,-20.2871,978478.6200,,ON
MV-069,,,,651.13,,,-41.7493,-20.2944,978470.7500,,ON
MV-070,,,,707.65,,,-41.7487,-20.3033,978460.4200,,ON
MV-071,,,,796.24,,,-41.7421,-20.3105,978444.5700,,ON
MV-072,,,,837.28,,,-41.7335,-20.3144,978437.6200,,ON
MV-073,,,,860.43,,,-41.7235,-20.3166,978432.6100,,ON
MV-074,,,,890.58,,,-41.7157,-20.3102,978423.6600,,ON
MV-075,,,,895.09,,,-41.7093,-20.3038,978419.8000,,ON
MV-076,,,,878.89,,,-41.7023,-20.2969,978420.0800,,ON
MV-077,,,,855.88,,,-41.6929,-20.2971,978425.6500,,ON
MV-078,,,,868.52,,,-41.6835,-20.2958,978422.1300,,ON
MV-079,,,,854.72,,,-41.6740,-20.2921,978424.2100,,ON
MV-080,,,,829.51,,,-41.6654,-20.2933,978427.8000,,ON
MV-081,,,,832.71,,,-41.6571,-20.2891,978425.2700,,ON
MV-082,,,,778.98,,,-41.6512,-20.2816,978434.2900,,ON
MV-083,,,,726.68,,,-41.6429,-20.2769,978442.8200,,ON
MV-084,,,,717.79,,,-41.6335,-20.2755,978443.9400,,ON
MV-085,,,,704.76,,,-41.6254,-20.2716,978446.4600,,ON
MV-086,,,,703.76,,,-41.6154,-20.2702,978447.1900,,ON
MV-087,,,,701.59,,,-41.6051,-20.2683,978446.3900,,ON
MV-088,,,,702.48,,,-41.5968,-20.2638,978446.9100,,ON
MV-089,,,,681.32,,,-41.5871,-20.2641,978451.3300,,ON
MV-090,,,,689.66,,,-41.5779,-20.2655,978448.6400,,ON
MV-091,,,,697.84,,,-41.5690,-20.2621,978446.9800,,ON
MV-092,,,,736.72,,,-41.5662,-20.2538,978438.9800,,ON
MV-093,,,,736.44,,,-41.5596,-20.2474,978438.8800,,ON
MV-094,,,,755.71,,,-41.5485,-20.2488,978434.7900,,ON
MV-095,,,,771.89,,,-41.5468,-20.2402,978432.0500,,ON
MV-096,,,,802.56,,,-41.5371,-20.2371,978425.8800,,ON
MV-097,,,,791.52,,,-41.5287,-20.2344,978427.4200,,ON
MV-098,,,,767.24,,,-41.5193,-20.2380,978433.3400,,ON
MV-099,,,,743.65,,,-41.5096,-20.2363,978436.8700,,ON
MV-100,,,,754.98,,,-41.5015,-20.2313,978433.6400,,ON
MV-101,,,,759.66,,,-41.4932,-20.2319,978432.7000,,ON
MV-102,,,,760.77,,,-41.4826,-20.2302,978432.1700,,ON
MV-103,,,,759.73,,,-41.4729,-20.2277,978432.0300,,ON
MV-104,,,,766.83,,,-41.4640,-20.2246,978429.1200,,ON
MV-105,,,,790.37,,,-41.4579,-20.2185,978423.7600,,ON
MV-106,,,,899.82,,,-41.4473,-20.2163,978402.7200,,ON
MV-107,,,,961.30,,,-41.4373,-20.2188,978389.9900,,ON
MV-108,,,,1036.16,,,-41.4282,-20.2158,978376.9900,,ON
MV-109,,,,1101.92,,,-41.4196,-20.2205,978366.5700,,ON
MV-110,,,,1132.75,,,-41.4157,-20.2280,978360.7100,,ON
MV-111,,,,1170.97,,,-41.4098,-20.2352,978355.6800,,ON
MV-112,,,,1163.34,,,-41.3998,-20.2363,978358.7700,,ON
MV-113,,,,1140.65,,,-41.3923,-20.2305,978362.2600,,ON
MV-114,,,,1096.96,,,-41.3826,-20.2294,978370.9800,,ON
MV-115,,,,1067.53,,,-41.3732,-20.2271,978375.4300,,ON
MV-116,,,,1042.12,,,-41.3648,-20.2321,978380.8800,,ON
MV-117,,,,1103.97,,,-41.3548,-20.2319,978366.9900,,ON
MV-118,,,,1063.90,,,-41.3462,-20.2346,978374.3800,,ON
MV-119,,,,1034.38,,,-41.3382,-20.2413,978380.1400,,ON
MV-120,,,,1033.28,,,-41.3290,-20.2449,978378.3200,,ON
MV-121,,,,1019.77,,,-41.3184,-20.2427,978379.2300,,ON
MV-122,,,,1043.51,,,-41.3121,-20.2505,978374.8400,,ON
MV-123,,,,1062.89,,,-41.3054,-20.2571,978370.9600,,ON
MV-124,,,,1090.13,,,-41.2959,-20.2605,978366.8000,,ON
MV-125,,,,1101.44,,,-41.2868,-20.2580,978364.7500,,ON
MV-126,,,,1061.15,,,-41.2782,-20.2621,978372.4500,,ON
MV-127,,,,1050.52,,,-41.2701,-20.2674,978374.8300,,ON
MV-128,,,,1024.36,,,-41.2662,-20.2755,978378.8600,,ON
MV-129,,,,1056.71,,,-41.2601,-20.2827,978374.6300,,ON
MV-130,,,,1086.77,,,-41.2557,-20.2891,978369.1700,,ON
MV-131,,,,1052.92,,,-41.2426,-20.2930,978376.4900,,ON
MV-132,,,,1019.20,,,-41.2332,-20.2933,978384.6100,,ON
MV-133,,,,927.97,,,-41.2298,-20.3049,978404.2900,,ON
MV-134,,,,779.10,,,-41.2215,-20.3163,978432.3700,,ON
0420/A,,,,610.00,,,-41.2443,-20.3688,978472.0300,,ON
MV-135,,,,719.87,,,-41.2212,-20.3205,978447.2500,,ON
MV-136,,,,759.66,,,-41.2129,-20.3244,978441.8300,,ON
MV-137,,,,745.63,,,-41.2048,-20.3299,978446.6200,,ON
MV-138,,,,720.54,,,-41.1982,-20.3380,978451.3200,,ON
MV-139,,,,711.21,,,-41.1882,-20.3374,978451.3300,,ON
MV-140,,,,714.79,,,-41.1787,-20.3366,978449.3400,,ON
MV-141,,,,720.44,,,-41.1693,-20.3360,978446.7400,,ON
MV-142,,,,722.51,,,-41.1612,-20.3330,978446.3400,,ON
MV-143,,,,723.33,,,-41.1515,-20.3294,978447.2700,,ON
MV-144,,,,724.40,,,-41.1429,-20.3260,978447.6800,,ON
MV-145,,,,731.79,,,-41.1340,-20.3274,978448.2300,,ON
MV-146,,,,731.12,,,-41.1279,-20.3358,978451.3700,,ON
MV-147,,,,745.23,,,-41.1187,-20.3385,978449.1600,,ON
MV-148,,,,800.42,,,-41.1107,-20.3427,978435.8100,,ON
MV-149,,,,854.59,,,-41.1032,-20.3483,978425.6800,,ON
MV-150,,,,917.76,,,-41.0929,-20.3505,978414.9400,,ON
MV-151,,,,956.43,,,-41.0848,-20.3560,978409.9000,,ON
MV-152,,,,938.50,,,-41.0754,-20.3605,978414.2400,,ON
MV-153,,,,933.11,,,-41.0682,-20.3641,978417.5100,,ON
MV-154,,,,948.28,,,-41.0590,-20.3702,978415.7900,,ON
MV-155,,,,988.83,,,-41.0546,-20.3766,978408.5400,,ON
MV-156,,,,1042.75,,,-41.0457,-20.3785,978396.8500,,ON
MV-157,,,,1063.99,,,-41.0348,-20.3788,978392.7800,,ON
MV-158,,,,1072.78,,,-41.0254,-20.3810,978391.3600,,ON
MV-159,,,,1130.83,,,-41.0176,-20.3871,978378.2300,,ON
MV-160,,,,1125.90,,,-41.0096,-20.3919,978378.1700,,ON
MV-161,,,,1119.19,,,-41.0007,-20.3946,978378.7700,,ON
MV-162,,,,1173.28,,,-40.9915,-20.3985,978370.3500,,ON
MV-163,,,,1115.79,,,-40.9818,-20.4008,978382.7200,,ON
MV-164,,,,1083.10,,,-40.9740,-20.4055,978390.5000,,ON
MV-165,,,,1066.71,,,-40.9646,-20.4083,978393.6400,,ON
MV-166,,,,1051.60,,,-40.9548,-20.4080,978397.9700,,ON
MV-167,,,,1026.78,,,-40.9451,-20.4083,978403.7000,,ON
MV-168,,,,980.35,,,-40.9346,-20.4094,978414.5700,,ON
MV-169,,,,957.84,,,-40.9240,-20.4116,978420.0200,,ON
MV-170,,,,896.75,,,-40.9132,-20.4113,978431.7900,,ON
MV-171,,,,872.49,,,-40.9046,-20.4160,978438.4300,,ON
MV-172,,,,874.30,,,-40.8957,-20.4124,978438.9900,,ON
MV-173,,,,869.00,,,-40.8859,-20.4105,978441.0300,,ON
MV-174,,,,836.89,,,-40.8796,-20.4177,978448.2700,,ON
MV-175,,,,831.37,,,-40.8701,-20.4152,978449.6900,,ON
MV-176,,,,811.34,,,-40.8607,-20.4121,978453.8700,,ON
MV-177,,,,809.90,,,-40.8509,-20.4135,978454.7900,,ON
MV-178,,,,808.56,,,-40.8412,-20.4144,978455.7400,,ON
MV-179,,,,796.18,,,-40.8329,-20.4124,978459.0000,,ON
MV-180,,,,810.98,,,-40.8234,-20.4152,978457.4500,,ON
MV-181,,,,812.20,,,-40.8132,-20.4169,978457.8400,,ON
MV-182,,,,826.70,,,-40.8057,-20.4221,978456.0400,,ON
MV-183,,,,865.52,,,-40.7973,-20.4258,978448.7400,,ON
MV-184,,,,797.26,,,-40.7876,-20.4235,978463.1700,,ON
MV-185,,,,780.43,,,-40.7784,-20.4202,978467.3100,,ON
MV-186,,,,790.57,,,-40.7690,-20.4208,978464.9200,,ON
MV-187,,,,755.38,,,-40.7612,-20.4160,978472.7600,,ON
MV-188,,,,760.58,,,-40.7521,-20.4127,978471.4800,,ON
MV-189,,,,757.39,,,-40.7423,-20.4146,978473.4400,,ON
MV-190,,,,684.33,,,-40.7329,-20.4135,978488.3600,,ON
